link	source_url	download_link	title	content_type	id	caption	description	source_section	retrieval_pattern	context_description	file_extension	pub_title	raw_data_format	file_info	section_class	a_attr_href	a_attr_class	a_attr_data-ga-action	a_attr_target	a_attr_rel
NIHPP2026.01.25.26344738v1-supplement-1.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12870685/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12870685/bin/NIHPP2026.01.25.26344738v1-supplement-1.pdf	No Title	local-data	SD1	No description	Supplement  1	supplementary material	.//supplementary-material	"A detailed comparison of their clinical characteristics is in Supplementary Table 1 [this file] . 
EOAD participants exhibited significantly higher binding across all ROIs, regardless of MCI or dementia stage ( Fig. 1A [rid=F1] – D [rid=F1] , Supplementary Fig. 1 [this file] ). Notably, the small size of the LEADS Aβ-positive cognitively normal group (n=9) limits robust statistical comparisons ( Fig. 1 [rid=F1] , Supplementary Table 1 [this file] ). 
These findings were consistent in patients with global CDR scores of 0.5 or 1 ( Supplementary Fig. 2 [this file] ). Conversely, LOAD showed higher F-Flortaucipir PET binding in the basal ganglia and choroid plexus ( Supplementary Fig. 3 [this file] )–regions associated with “off-target” (i.e., non-tau related) F-Flortaucipir binding and known to show age-related increases in cognitively unimpaired controls ( 19 [rid=R19] ). 
Associations within MCI and dementia subgroups of the two cohorts are shown in Supplementary Fig. 4 [this file] . In the whole sample (EOAD and LOAD), and after adjusting for the above-mentioned covariates, age was negatively associated with F-Flortaucipir binding in widespread cortical areas, while a significant positive association was found in the basal ganglia and choroid plexus, consistent with the group-level comparisons ( Supplementary Fig. 5 [this file] ). 
These models adjusted for participant-specific changes, baseline Aβ PET load, MMSE, sex and years of education across the CenTauR ROIs, and revealed a significant interaction ( Fig. 4A [rid=F4] , Fig. 5A [rid=F5] , Supplementary Table 2 [this file] and Supplementary Fig. 6 [this file] ). 
Stratified analyses by -ε4 carrier status showed similar patterns of F-Flortaucipir binding increases as in the whole sample ( Supplementary Fig. 7 [this file] ). -ε4 carriers showed more widespread binding increases in both age groups. 
The rates of tau change were significantly inversely associated with age at baseline in both cohorts, with similar slopes across most regions ( Fig. 5B [rid=F5] and Supplementary Fig. 6 [this file] ). 
Similar patterns of accelerated increases in F-Flortaucipir binding in EOAD compared to LOAD were observed across other CenTauR ROIs ( Supplementary Fig. 8 [this file] ). 
For a detailed description of the clinical characteristics of the cognitively normal individuals please refer to the Supplementary Table 1 [this file] . 
For tau PET scans, the CenTauR protocol employed template-based mesial temporal, meta-temporal, temporoparietal, frontal, and universal masks as target ROIs, with the inferior cerebellum mask as the reference ( 17 [rid=R17] ) ( Supplementary Fig. 9 [this file] ). Comparisons of quantification using the CenTauR meta-temporal target and inferior cerebellum reference masks were made against standard Freesurfer-based quantification in the respective ROIs for the LEADS participants and are presented in Supplementary Fig. 10 [this file] ( 56 [rid=R56] ), along with a similar comparison for the Aβ PET processing method."	pdf	Distinct Tau PET Dynamics in Early vs. Late Age-of-Onset Alzheimer’s disease	XML							
ALZ-22-e71066-s002.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12802089/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12802089/bin/ALZ-22-e71066-s002.docx	No Title	local-data	alz71066-supitem-0001	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		docx	Alzheimer's disease polygenic risk in early‐ and late‐onset Alzheimer's disease	XML							
ALZ-22-e71066-s001.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12802089/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12802089/bin/ALZ-22-e71066-s001.pdf	No Title	local-data	alz71066-supitem-0002	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		pdf	Alzheimer's disease polygenic risk in early‐ and late‐onset Alzheimer's disease	XML							
ALZ-21-e71012-s002.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12703652/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12703652/bin/ALZ-21-e71012-s002.pdf	No Title	local-data	alz71012-supitem-0001	Supporting information	Supporting  information	supplementary material	.//supplementary-material		pdf	Tablet‐based Cognitive Assessment Tool (TabCAT) in a multisite study of early‐onset Alzheimer's disease	XML							
ALZ-21-e71012-s001.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12703652/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12703652/bin/ALZ-21-e71012-s001.docx	No Title	local-data	alz71012-supitem-0002	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		docx	Tablet‐based Cognitive Assessment Tool (TabCAT) in a multisite study of early‐onset Alzheimer's disease	XML							
ALZ-21-e70792-s002.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552893/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12552893/bin/ALZ-21-e70792-s002.pdf	No Title	local-data	alz70792-supitem-0001	Supporting information	Supporting  information	supplementary material	.//supplementary-material		pdf	Gamma sensory stimulation in mild Alzheimer's dementia: An open‐label extension study	XML							
ALZ-21-e70792-s006.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552893/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12552893/bin/ALZ-21-e70792-s006.pdf	No Title	local-data	alz70792-supitem-0002	Supporting information	Supporting  information	supplementary material	.//supplementary-material		pdf	Gamma sensory stimulation in mild Alzheimer's dementia: An open‐label extension study	XML							
ALZ-21-e70792-s007.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552893/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12552893/bin/ALZ-21-e70792-s007.pdf	No Title	local-data	alz70792-supitem-0003	Supporting information	Supporting  information	supplementary material	.//supplementary-material		pdf	Gamma sensory stimulation in mild Alzheimer's dementia: An open‐label extension study	XML							
ALZ-21-e70792-s005.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552893/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12552893/bin/ALZ-21-e70792-s005.pdf	No Title	local-data	alz70792-supitem-0004	Supporting information	Supporting  information	supplementary material	.//supplementary-material		pdf	Gamma sensory stimulation in mild Alzheimer's dementia: An open‐label extension study	XML							
ALZ-21-e70792-s004.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552893/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12552893/bin/ALZ-21-e70792-s004.pdf	No Title	local-data	alz70792-supitem-0005	Supporting information	Supporting  information	supplementary material	.//supplementary-material		pdf	Gamma sensory stimulation in mild Alzheimer's dementia: An open‐label extension study	XML							
ALZ-21-e70792-s001.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552893/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12552893/bin/ALZ-21-e70792-s001.docx	No Title	local-data	alz70792-supitem-0006	Supporting information	Supporting  information	supplementary material	.//supplementary-material		docx	Gamma sensory stimulation in mild Alzheimer's dementia: An open‐label extension study	XML							
ALZ-21-e70792-s003.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552893/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12552893/bin/ALZ-21-e70792-s003.pdf	No Title	local-data	alz70792-supitem-0007	Supporting information	Supporting  information	supplementary material	.//supplementary-material		pdf	Gamma sensory stimulation in mild Alzheimer's dementia: An open‐label extension study	XML							
mmc1.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11954665/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11954665/bin/mmc1.docx	No Title	local-data	ecom0001	No description	Image,  application  1	supplementary material	.//supplementary-material		docx	Characterizing and validating 12-month reliable cognitive change in Early-Onset Alzheimer's Disease for use in clinical trials	XML							
mmc2.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11954665/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11954665/bin/mmc2.docx	No Title	local-data	ecom0002	No description	Image,  application  2	supplementary material	.//supplementary-material		docx	Characterizing and validating 12-month reliable cognitive change in Early-Onset Alzheimer's Disease for use in clinical trials	XML							
13195_2025_1689_MOESM1_ESM.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11800584/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11800584/bin/13195_2025_1689_MOESM1_ESM.docx	No Title	local-data	MOESM1	Supplementary Material 1.	Supplementary  Material  1.	supplementary material	.//supplementary-material		docx	Heterogeneous clinical phenotypes of sporadic early-onset Alzheimer’s disease: a neuropsychological data-driven approach	XML							
ALZ-20-8153-s001.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11567812/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11567812/bin/ALZ-20-8153-s001.pdf	No Title	local-data	alz14285-supitem-0001	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material	"Author disclosures are available in the supporting information [this file] . 
Supporting Information [this file]"	pdf	Argentina–Alzheimer's Disease Neuroimaging Initiative: pioneering Alzheimer's Research in Latin America and its Implications for Regional Advancement	XML							
NIHMS1927893-supplement-Supinfo2.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10829523/	https://pmc.ncbi.nlm.nih.gov/articles/instance/10829523/bin/NIHMS1927893-supplement-Supinfo2.pdf	No Title	local-data	SD1	No description	Supinfo2	supplementary material	.//supplementary-material		pdf	The Sporadic Early-Onset Alzheimer’s Disease Signature of Atrophy: Preliminary findings from the Longitudinal Early-onset Alzheimer’s Disease Study (LEADS) Cohort	XML							
NIHMS1927893-supplement-Supinfo1.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10829523/	https://pmc.ncbi.nlm.nih.gov/articles/instance/10829523/bin/NIHMS1927893-supplement-Supinfo1.docx	No Title	local-data	SD2	No description	Supinfo1	supplementary material	.//supplementary-material	"Hardware and imaging parameters across all sites part of the LEADS cohort are summarized in Supplementary Table 1 [this file] . 
Given this lateralization, our primary ROI-based analysis focused on the left hemisphere; results of our secondary analysis examining the right hemisphere are reported in supplementary material [this file] . 
Next, we defined 9 EOAD-Signature ROIs in the left hemisphere representing areas of cortical atrophy in patients with EOAD relative to CN participants based on the results of our vertex-wise GLMs using the MGH cohort ( Figure 2 [rid=F2] , top) (see Supplementary Figure 1 [this file] for ROIs in the right hemisphere). Within this set of ROIs, we investigated the consistency of the magnitude of regionally specific cortical atrophy between the MGH and LEADS cohorts (see Supplementary Figure 2 [this file] for bar plots without individual observations shown as overlaid circles). Our analysis of site-harmonized cortical thickness data showed that the topography of group differences is remarkably similar with or without data harmonization via ComBat, suggesting that the EOAD signature of atrophy is robust against across-sites differences in imaging hardware and parameters ( Supplementary Figure 3 [this file] ). 
Consistent with this result, comparisons of mean cortical thickness across 9 EOAD-Signature ROIs also revealed no effects that survived a statistical threshold corrected for multiple comparisons ( Figure 3 [rid=F3] , right, and Supplementary Table 2 [this file] ). 
Correlations between EOAD-Signature atrophy and these measures in each cohort separately are reported in supplementary materials [this file] ( Supplementary Figure 4 [this file] ). 
See Figure S4 [this file] for the results of this analysis in each cohort separately."	docx	The Sporadic Early-Onset Alzheimer’s Disease Signature of Atrophy: Preliminary findings from the Longitudinal Early-onset Alzheimer’s Disease Study (LEADS) Cohort	XML							
NIHMS1943356-supplement-Disclosures.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10783439/	https://pmc.ncbi.nlm.nih.gov/articles/instance/10783439/bin/NIHMS1943356-supplement-Disclosures.pdf	No Title	local-data	SD1	No description	Disclosures	supplementary material	.//supplementary-material		pdf	Pathogenic Variants in the Longitudinal Early-Onset Alzheimer’s Disease Study Cohort	XML							
NIHMS1957106-supplement-Sup_0002.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10807231/	https://pmc.ncbi.nlm.nih.gov/articles/instance/10807231/bin/NIHMS1957106-supplement-Sup_0002.docx	No Title	local-data	SD1	No description	Sup  0002	supplementary material	.//supplementary-material	"These two values are highly correlated ( = 0.956 in the 321 cognitively impaired patients; see supplementary eMethod [this file] ) but slight differences in values and thresholds might lead to occasional differences in assigning amyloid-positivity status (see supplementary eMethod [this file] ). 
For this PET-only quantification, PET images undergo spatial normalization to an FBB PET template (see Supplementary eMethods [this file] ). A SUVR ≥1.18 was used as a quantitative threshold for amyloid-PET positivity; see Supplementary eMethods [this file] for more details on how this threshold was established based on 72 FBB scans from ADNI-3 in June 2018. 
Visual inspection of FTP-PET scans from these cases showed typical AD binding patterns, with temporo-parietal cortex binding and additional frontal tracer uptake ( Figure S1 [this file] ). 
Patterns of group differences were unchanged when using total cortical FTP-SUVR instead of temporal SUVR ( Figure S2b [this file] ). 
This relationship was unchanged when controlling for age and sex ( Table S1 [this file] ). 
Amyloid-tau association was similar when using total cortical FTP-SUVR instead of temporal SUVR ( Figure S2b [this file] ). 
This relationship was unchanged when controlling for age and sex (standardized estimate = 0.300, < 0.001; Table S1 [this file] ), or when using total cortical FTP-SUVR instead of temporal SUVR ( = 0.341, < 0.001; Figure S2b [this file] ). 
Associations with age, sex, and MMSE were unchanged when using total cortical FTP-SUVR instead of temporal SUVR ( Figure S2C [this file] ). 
Compared to CN, participants with EOAD had significantly elevated FBB-SUVR in all 68 ROIs using a stringent Bonferroni-corrected threshold ( Table S2 [this file] for details). Group differences between EOAD and CN were also marked in FTP-SUVR, with all 68 ROIs being significant at the Bonferroni-corrected threshold ( Table S2 [this file] ). 
The comparison of regional patterns of amyloid- and tau-PET between EOAD and EOnonAD resulted in very similar results as the comparison of EOAD and CN ( Table S2 [this file] ). The comparison of EOnonAD to CN showed weak differences ( Table S2 [this file] ). None of these regions survived Bonferroni correction ( Table S2 [this file] ). 
Group comparisons were repeated after controlling for age and sex, and results were virtually unchanged ( Table S2 [this file] ). 
Results are presented in Figure 5 [rid=F5] and detailed statistics are provided in Table S3 [this file] . 
Highest association between tau and age was seen in the parietal lobe (both laterally and medially) and in the frontal cortex ( < −0.45), while temporal and occipital regions had less negative values (e.g., r = −0.21 and −0.25 for right and left entorhinal cortices; Table S3 [this file] ). 
Sex differences were milder with tau-PET, with only 37 ROIs significant at uncorrected < 0.05, and none surviving Bonferroni correction ( Table S3 [this file] ). 
In contrast, all 68 ROIs showed significant association between FTP-SUVR and MMSE, with 67 surviving Bonferroni correction ( Table S3 [this file] ). 
Within patients with EOAD (see Figure S3a [this file] for demographic and clinical metrics), amyloid burden measured using centiloids was not related to clinical phenotypes ( Figure 6b [rid=F6] ). The tau-PET measured in the temporal lobe ( Figure 6b [rid=F6] ) or the whole cortex ( Figure S2d [this file] ) showed significant variability across phenotypes ( values between 0.002 and 0.08, depending on the tau-PET metrics and statistical model). 
Average patterns of amyloid- and tau-PET binding in each phenotype are presented in Figure 6c [rid=F6] ; results of statistical comparison are available in Figure S3B [this file] and Table S4 [this file] . Tau-PET patterns varied across phenotypes, both visually ( Figure 6c [rid=F6] ), and as evidenced by formal comparison with 32 regions showing < 0.05, 14 of which survived Bonferroni correction, mostly in the occipital,temporal, and parietal cortices ( Figure S3B [this file] and Table S4 [this file] ). 
In contrast, only six (7.7%) of the EOnonAD patients were tau-PET positive (A-T+), three of whom were unambiguously positive, with higher tau-PET values than the average EOAD patient ( Figure S1 [this file] ). 
He is an Associate Editor for JAMA Neurology The authors have no conflicts of interest to declare supporting information [this file] . 
Additional supporting information can be found online in the Supporting Information [this file] section at the end of this article. 
See Figure S2 [this file] for tau-PET analyses using global cortical SUVR instead of temporal SUVR. 
All pairwise group comparisons are described in detail in Table S1 [this file] . 
Details on the statistical measures are available in Table S2 [this file] . 
Clinical phenotypes in clinically impaired participants: exploratory analyses. (A) Proportion of cases that were assigned to the EOAD versus EOnonAD groups based on the amyloid-PET screening (see Figure 1a [rid=F1] ). (B) Summary metrics of amyloid and tau PET for each clinical phenotype in the EOAD group ( = 196 amnestic, 18 PCA, 13 PPA, 16 other non-amnestic cases); see Figure S3 [this file] for demographic and clinical information, and Figure S3 [this file] for tau-PET analyses using global cortical SUVR instead of temporal SUVR. See Table S4 [this file] and Figure S3 [this file] for statistical comparisons."	docx	Amyloid and tau-PET in early-onset AD: Baseline data from the Longitudinal Early-onset Alzheimer’s Disease Study (LEADS)	XML							
