funder_name	funding_context_from_paper	recipient	grant_number	source_url	following	V	PI	grants	Union.	ID
National Institute on Aging (NIA)	This study was supported by grants U19AG063911, R01AG059794, R01AG062758, P01AG019724, K23AG045289, R01AG032306, and R01AG022983 from the NIH National Institute on Aging, and the Larry L. Hillblom Foundation.		P01AG019724	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11576384/						
National Institute on Aging (NIA)	This study was supported by grants U19AG063911, R01AG059794, R01AG062758, P01AG019724, K23AG045289, R01AG032306, and R01AG022983 from the NIH National Institute on Aging, and the Larry L. Hillblom Foundation.		K23AG045289	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11576384/						
National Institute on Aging (NIA)	This study was supported by grants U19AG063911, R01AG059794, R01AG062758, P01AG019724, K23AG045289, R01AG032306, and R01AG022983 from the NIH National Institute on Aging, and the Larry L. Hillblom Foundation.		R01AG032306	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11576384/						
National Institute on Aging (NIA)	This study was supported by grants U19AG063911, R01AG059794, R01AG062758, P01AG019724, K23AG045289, R01AG032306, and R01AG022983 from the NIH National Institute on Aging, and the Larry L. Hillblom Foundation.		R01AG022983	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11576384/						
Larry L. Hillblom Foundation	This study was supported by grants U19AG063911, R01AG059794, R01AG062758, P01AG019724, K23AG045289, R01AG032306, and R01AG022983 from the NIH National Institute on Aging, and the Larry L. Hillblom Foundation.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11576384/						
Charité – Universitätsmedizin Berlin	Funder: http://dx.doi.org/10.13039/501100002839 Charité – Universitätsmedizin Berlin | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10884227/						
Österreichischen Akademie der Wissenschaften	Funder: http://dx.doi.org/10.13039/501100001822 Österreichischen Akademie der Wissenschaften | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10884227/						
University of Veterinary Medicine Vienna	Funder: University of Veterinary Medicine Vienna | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10884227/						
École normale supérieure of Rennes	"Funder: ""École normale supérieure"" of Rennes | Award ID: n/a | Recipient: n/a"			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13323697/						
European Union	Funder: European Union | Award ID: ERC grant number 101043884 | Recipient: Sabia Séverine	Sabia Séverine	101043884	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13323697/						
Fondation Vaincre Alzheimer	Funder: http://dx.doi.org/10.13039/100014808 Fondation Vaincre Alzheimer | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13323697/						
Fondation Alzheimer	Funder: Fondation Alzheimer | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13323697/						
Cambridge Centre for Parkinson-Plus	This study was funded by the Cambridge Centre for Parkinson‐Plus, the National Institute for Health Research (NIHR) Biomedical Research Centre at Cambridge University Hospitals NHS Foundation Trust and the University of Cambridge (NIHR203312), and the NIHR Newcastle Biomedical Research Centre, and the Medical Research Council directly and via the Dementias Platform UK (MC_UU_00030/14; MR/T033371/1).			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
National Institute for Health and Care Research (NIHR)	This study was funded by the Cambridge Centre for Parkinson‐Plus, the National Institute for Health Research (NIHR) Biomedical Research Centre at Cambridge University Hospitals NHS Foundation Trust and the University of Cambridge (NIHR203312), and the NIHR Newcastle Biomedical Research Centre, and the Medical Research Council directly and via the Dementias Platform UK (MC_UU_00030/14; MR/T033371/1).		NIHR203312	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Medical Research Council	This study was funded by the Cambridge Centre for Parkinson‐Plus, the National Institute for Health Research (NIHR) Biomedical Research Centre at Cambridge University Hospitals NHS Foundation Trust and the University of Cambridge (NIHR203312), and the NIHR Newcastle Biomedical Research Centre, and the Medical Research Council directly and via the Dementias Platform UK (MC_UU_00030/14; MR/T033371/1). P.C.D. is supported by the Medical Research Council (grant number MR/W000229/1).		MC_UU_00030/14	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Medical Research Council	This study was funded by the Cambridge Centre for Parkinson‐Plus, the National Institute for Health Research (NIHR) Biomedical Research Centre at Cambridge University Hospitals NHS Foundation Trust and the University of Cambridge (NIHR203312), and the NIHR Newcastle Biomedical Research Centre, and the Medical Research Council directly and via the Dementias Platform UK (MC_UU_00030/14; MR/T033371/1). P.C.D. is supported by the Medical Research Council (grant number MR/W000229/1).		MR/W000229/1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Dementias Platform UK	This study was funded by the Cambridge Centre for Parkinson‐Plus, the National Institute for Health Research (NIHR) Biomedical Research Centre at Cambridge University Hospitals NHS Foundation Trust and the University of Cambridge (NIHR203312), and the NIHR Newcastle Biomedical Research Centre, and the Medical Research Council directly and via the Dementias Platform UK (MC_UU_00030/14; MR/T033371/1). P.S. is supported by a program grant by the Medical Research Council as part of the Dementias Platform UK.		MR/T033371/1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
UK Dementia Research Institute	The UK Dementia Research Institute receives its funding from UK DRI, funded by the UK Medical Research Council, Alzheimer's Society, and Alzheimer's Research UK.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Alzheimer's Society	The UK Dementia Research Institute receives its funding from UK DRI, funded by the UK Medical Research Council, Alzheimer's Society, and Alzheimer's Research UK.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Alzheimer's Research UK	M.M. is supported by Race Against Dementia Alzheimer's Research UK (ARUK‐RADF2021A‐010). The MILOS study and the involvement of L.S. were funded by Alzheimer's Research UK (ARUK‐SRF2017B‐001), the Lewy Body Society (LS002/2019), and the NIHR Sheffield Biomedical Research Centre.		ARUK-RADF2021A-010	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Alzheimer's Research UK	M.M. is supported by Race Against Dementia Alzheimer's Research UK (ARUK‐RADF2021A‐010). The MILOS study and the involvement of L.S. were funded by Alzheimer's Research UK (ARUK‐SRF2017B‐001), the Lewy Body Society (LS002/2019), and the NIHR Sheffield Biomedical Research Centre.		ARUK-SRF2017B-001	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Swedish Research Council	H.Z. is a Wallenberg Scholar and a Distinguished Professor at the Swedish Research Council supported by grants from the Swedish Research Council (#2023‐00356; #2022‐01018 and #2019‐02397), the European Union's Horizon Europe research and innovation programme under grant agreement No. 101053962, Swedish State Support for Clinical Research (#ALFGBG‐71320), the Alzheimer Drug Discovery Foundation (ADDF), USA (#201809‐2016862), the AD Strategic Fund and the Alzheimer's Association (#ADSF‐21‐831376‐C, #ADSF‐21‐831381‐C, #ADSF‐21‐831377‐C, and #ADSF‐24‐1284328‐C), the Bluefield Project, Cure Alzheimer's Fund, the Olav Thon Foundation, the Erling‐Persson Family Foundation, Familjen Rönströms Stiftelse, Stiftelsen för Gamla Tjänarinnor, Hjärnfonden, Sweden (#FO2022‐0270), the European Union's Horizon 2020 research and innovation programme under the Marie Skłodowska‐Curie grant agreement No 860197 (MIRIADE), the European Union Joint Programme – Neurodegenerative Disease Research (JPND2021‐00694), the National Institute for Health and Care Research University College London Hospitals Biomedical Research Centre, and the UK Dementia Research Institute at UCL (UKDRI‐1003).	H.Z.	#2023-00356	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Swedish Research Council	H.Z. is a Wallenberg Scholar and a Distinguished Professor at the Swedish Research Council supported by grants from the Swedish Research Council (#2023‐00356; #2022‐01018 and #2019‐02397), the European Union's Horizon Europe research and innovation programme under grant agreement No. 101053962, Swedish State Support for Clinical Research (#ALFGBG‐71320), the Alzheimer Drug Discovery Foundation (ADDF), USA (#201809‐2016862), the AD Strategic Fund and the Alzheimer's Association (#ADSF‐21‐831376‐C, #ADSF‐21‐831381‐C, #ADSF‐21‐831377‐C, and #ADSF‐24‐1284328‐C), the Bluefield Project, Cure Alzheimer's Fund, the Olav Thon Foundation, the Erling‐Persson Family Foundation, Familjen Rönströms Stiftelse, Stiftelsen för Gamla Tjänarinnor, Hjärnfonden, Sweden (#FO2022‐0270), the European Union's Horizon 2020 research and innovation programme under the Marie Skłodowska‐Curie grant agreement No 860197 (MIRIADE), the European Union Joint Programme – Neurodegenerative Disease Research (JPND2021‐00694), the National Institute for Health and Care Research University College London Hospitals Biomedical Research Centre, and the UK Dementia Research Institute at UCL (UKDRI‐1003).	H.Z.	#2022-01018	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Swedish Research Council	H.Z. is a Wallenberg Scholar and a Distinguished Professor at the Swedish Research Council supported by grants from the Swedish Research Council (#2023‐00356; #2022‐01018 and #2019‐02397), the European Union's Horizon Europe research and innovation programme under grant agreement No. 101053962, Swedish State Support for Clinical Research (#ALFGBG‐71320), the Alzheimer Drug Discovery Foundation (ADDF), USA (#201809‐2016862), the AD Strategic Fund and the Alzheimer's Association (#ADSF‐21‐831376‐C, #ADSF‐21‐831381‐C, #ADSF‐21‐831377‐C, and #ADSF‐24‐1284328‐C), the Bluefield Project, Cure Alzheimer's Fund, the Olav Thon Foundation, the Erling‐Persson Family Foundation, Familjen Rönströms Stiftelse, Stiftelsen för Gamla Tjänarinnor, Hjärnfonden, Sweden (#FO2022‐0270), the European Union's Horizon 2020 research and innovation programme under the Marie Skłodowska‐Curie grant agreement No 860197 (MIRIADE), the European Union Joint Programme – Neurodegenerative Disease Research (JPND2021‐00694), the National Institute for Health and Care Research University College London Hospitals Biomedical Research Centre, and the UK Dementia Research Institute at UCL (UKDRI‐1003).	H.Z.	#2019-02397	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
European Union's Horizon Europe research and innovation programme	H.Z. is a Wallenberg Scholar and a Distinguished Professor at the Swedish Research Council supported by grants from the Swedish Research Council (#2023‐00356; #2022‐01018 and #2019‐02397), the European Union's Horizon Europe research and innovation programme under grant agreement No. 101053962, Swedish State Support for Clinical Research (#ALFGBG‐71320), the Alzheimer Drug Discovery Foundation (ADDF), USA (#201809‐2016862), the AD Strategic Fund and the Alzheimer's Association (#ADSF‐21‐831376‐C, #ADSF‐21‐831381‐C, #ADSF‐21‐831377‐C, and #ADSF‐24‐1284328‐C), the Bluefield Project, Cure Alzheimer's Fund, the Olav Thon Foundation, the Erling‐Persson Family Foundation, Familjen Rönströms Stiftelse, Stiftelsen för Gamla Tjänarinnor, Hjärnfonden, Sweden (#FO2022‐0270), the European Union's Horizon 2020 research and innovation programme under the Marie Skłodowska‐Curie grant agreement No 860197 (MIRIADE), the European Union Joint Programme – Neurodegenerative Disease Research (JPND2021‐00694), the National Institute for Health and Care Research University College London Hospitals Biomedical Research Centre, and the UK Dementia Research Institute at UCL (UKDRI‐1003).	H.Z.	101053962	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
Swedish State Support for Clinical Research	H.Z. is a Wallenberg Scholar and a Distinguished Professor at the Swedish Research Council supported by grants from the Swedish Research Council (#2023‐00356; #2022‐01		#ALFGBG-71320	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848393/						
National Institutes of Health (NIH)	Dr. Weiner receives support for his research from the following funding sources: National Institutes of Health (NIH): 2U19AG024904-14; 5R01AG053798-01A1; R01 MH098062; U24 AG057437-01; 1U2CA060426-01; 1R01AG058676-01A1; and 1RF1AG059009-01	Dr. Weiner	2U19AG024904-14	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
National Institutes of Health (NIH)	Dr. Weiner receives support for his research from the following funding sources: National Institutes of Health (NIH): 2U19AG024904-14; 5R01AG053798-01A1; R01 MH098062; U24 AG057437-01; 1U2CA060426-01; 1R01AG058676-01A1; and 1RF1AG059009-01	Dr. Weiner	5R01AG053798-01A1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
National Institutes of Health (NIH)	Dr. Weiner receives support for his research from the following funding sources: National Institutes of Health (NIH): 2U19AG024904-14; 5R01AG053798-01A1; R01 MH098062; U24 AG057437-01; 1U2CA060426-01; 1R01AG058676-01A1; and 1RF1AG059009-01	Dr. Weiner	R01MH098062	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
National Institutes of Health (NIH)	Dr. Weiner receives support for his research from the following funding sources: National Institutes of Health (NIH): 2U19AG024904-14; 5R01AG053798-01A1; R01 MH098062; U24 AG057437-01; 1U2CA060426-01; 1R01AG058676-01A1; and 1RF1AG059009-01	Dr. Weiner	U24AG057437-01	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
National Institutes of Health (NIH)	Dr. Weiner receives support for his research from the following funding sources: National Institutes of Health (NIH): 2U19AG024904-14; 5R01AG053798-01A1; R01 MH098062; U24 AG057437-01; 1U2CA060426-01; 1R01AG058676-01A1; and 1RF1AG059009-01	Dr. Weiner	1U2CA060426-01	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
National Institutes of Health (NIH)	Dr. Weiner receives support for his research from the following funding sources: National Institutes of Health (NIH): 2U19AG024904-14; 5R01AG053798-01A1; R01 MH098062; U24 AG057437-01; 1U2CA060426-01; 1R01AG058676-01A1; and 1RF1AG059009-01	Dr. Weiner	1R01AG058676-01A1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
National Institutes of Health (NIH)	Dr. Weiner receives support for his research from the following funding sources: National Institutes of Health (NIH): 2U19AG024904-14; 5R01AG053798-01A1; R01 MH098062; U24 AG057437-01; 1U2CA060426-01; 1R01AG058676-01A1; and 1RF1AG059009-01	Dr. Weiner	1RF1AG059009-01	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Department of Defense	Department of Defense (DOD): W81XWH-15-2-0070; 0W81XWH-12-2-0012; W81XWH-14-1-0462; and W81XWH-13-1-0259	Dr. Weiner	W81XWH-15-2-0070	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Department of Defense	Department of Defense (DOD): W81XWH-15-2-0070; 0W81XWH-12-2-0012; W81XWH-14-1-0462; and W81XWH-13-1-0259	Dr. Weiner	0W81XWH-12-2-0012	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Department of Defense	Department of Defense (DOD): W81XWH-15-2-0070; 0W81XWH-12-2-0012; W81XWH-14-1-0462; and W81XWH-13-1-0259	Dr. Weiner	W81XWH-14-1-0462	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Department of Defense	Department of Defense (DOD): W81XWH-15-2-0070; 0W81XWH-12-2-0012; W81XWH-14-1-0462; and W81XWH-13-1-0259	Dr. Weiner	W81XWH-13-1-0259	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Patient-Centered Outcomes Research Institute	Patient-Centered Outcomes Research Institute (PCORI): PPRN-1501-26817	Dr. Weiner	PPRN-1501-26817	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
California Department of Public Health	California Department of Public Health (CDPH): 16-10054	Dr. Weiner	16-10054	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
University of Michigan	University of Michigan: 18-PAF01312	Dr. Weiner	18-PAF01312	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Siemens	Siemens: 444951-54249	Dr. Weiner	444951-54249	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Biogen	Biogen: 174552	Dr. Weiner	174552	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Hillblom Foundation	Hillblom Foundation: 2015-A-011-NET	Dr. Weiner	2015-A-011-NET	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Alzheimer's Association	Alzheimer's Association: BHR-16-459161	Dr. Weiner	BHR-16-459161	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
The State of California	The State of California: 18-109929	Dr. Weiner	18-109929	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Johnson & Johnson	He also receives support from Johnson & Johnson, Kevin and Connie Shanahan, GE, VUmc, Australian Catholic University (HBI-BHR), The Stroke Foundation, and the Veterans Administration.	Dr. Weiner		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
GE	He also receives support from Johnson & Johnson, Kevin and Connie Shanahan, GE, VUmc, Australian Catholic University (HBI-BHR), The Stroke Foundation, and the Veterans Administration.	Dr. Weiner		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
The Stroke Foundation	He also receives support from Johnson & Johnson, Kevin and Connie Shanahan, GE, VUmc, Australian Catholic University (HBI-BHR), The Stroke Foundation, and the Veterans Administration.	Dr. Weiner		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Veterans Administration	He also receives support from Johnson & Johnson, Kevin and Connie Shanahan, GE, VUmc, Australian Catholic University (HBI-BHR), The Stroke Foundation, and the Veterans Administration.	Dr. Weiner		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
National Institutes of Health (NIH)	Dr. Ashford receives support from the National Institutes of Health and declares no potential conflicts of interest.	Dr. Ashford		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
National Institute on Aging (NIA)	Dr. Nosheny has received support from NIA, California Department of Public Health, Genentech, Inc. and Alzheimer's Association.	Dr. Nosheny		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
California Department of Public Health	Dr. Nosheny has received support from NIA, California Department of Public Health, Genentech, Inc. and Alzheimer's Association.	Dr. Nosheny		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Genentech, Inc.	Dr. Nosheny has received support from NIA, California Department of Public Health, Genentech, Inc. and Alzheimer's Association.	Dr. Nosheny		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
Alzheimer's Association	Dr. Nosheny has received support from NIA, California Department of Public Health, Genentech, Inc. and Alzheimer's Association.	Dr. Nosheny		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11061024/						
National Research Foundation of Republic of Korea	This work was supported by the National Research Foundation of Republic of Korea (NRF2022R1F1A1066498).		NRF2022R1F1A1066498	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12750299/						
National Institute of Neurological Disorders and Stroke (NINDS)	This study was funded by grants from the National Institute of Neurological Disorders and Stroke (NINDS), including the National Institutes of Health (NIH) grant U01NS125580 (to P.R., V.H., and W.K.S.)	P.R., V.H., and W.K.S.	U01NS125580	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
National Institute of Neurological Disorders and Stroke (NINDS)	The AMP ® PD program is a public-private partnership managed by the Foundation for the National Institutes of Health and funded by the National Institute of Neurological Disorders and Stroke (NINDS) in partnership with the Aligning Science Across Parkinson's (ASAP) initiative			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
Aligning Science Across Parkinson's (ASAP)	The AMP ® PD program is a public-private partnership managed by the Foundation for the National Institutes of Health and funded by the National Institute of Neurological Disorders and Stroke (NINDS) in partnership with the Aligning Science Across Parkinson's (ASAP) initiative; Celgene Corporation, a subsidiary of Bristol-Myers Squibb Company; GlaxoSmithKline plc (GSK); The Michael J. Fox Foundation for Parkinson's Research; Pfizer Inc.; AbbVie Inc.; Sanofi US Services Inc.; and Verily Life Sciences.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
Celgene Corporation	The AMP ® PD program is a public-private partnership managed by the Foundation for the National Institutes of Health and funded by the National Institute of Neurological Disorders and Stroke (NINDS) in partnership with the Aligning Science Across Parkinson's (ASAP) initiative; Celgene Corporation, a subsidiary of Bristol-Myers Squibb Company; GlaxoSmithKline plc (GSK); The Michael J. Fox Foundation for Parkinson's Research; Pfizer Inc.; AbbVie Inc.; Sanofi US Services Inc.; and Verily Life Sciences.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
GlaxoSmithKline plc	The AMP ® PD program is a public-private partnership managed by the Foundation for the National Institutes of Health and funded by the National Institute of Neurological Disorders and Stroke (NINDS) in partnership with the Aligning Science Across Parkinson's (ASAP) initiative; Celgene Corporation, a subsidiary of Bristol-Myers Squibb Company; GlaxoSmithKline plc (GSK); The Michael J. Fox Foundation for Parkinson's Research; Pfizer Inc.; AbbVie Inc.; Sanofi US Services Inc.; and Verily Life Sciences.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
Michael J. Fox Foundation for Parkinson's Research	The AMP ® PD program is a public-private partnership managed by the Foundation for the National Institutes of Health and funded by the National Institute of Neurological Disorders and Stroke (NINDS) in partnership with the Aligning Science Across Parkinson's (ASAP) initiative; Celgene Corporation, a subsidiary of Bristol-Myers Squibb Company; GlaxoSmithKline plc (GSK); The Michael J. Fox Foundation for Parkinson's Research; Pfizer Inc.; AbbVie Inc.; Sanofi US Services Inc.; and Verily Life Sciences.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
Pfizer Inc.	The AMP ® PD program is a public-private partnership managed by the Foundation for the National Institutes of Health and funded by the National Institute of Neurological Disorders and Stroke (NINDS) in partnership with the Aligning Science Across Parkinson's (ASAP) initiative; Celgene Corporation, a subsidiary of Bristol-Myers Squibb Company; GlaxoSmithKline plc (GSK); The Michael J. Fox Foundation for Parkinson's Research; Pfizer Inc.; AbbVie Inc.; Sanofi US Services Inc.; and Verily Life Sciences.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
AbbVie Inc.	The AMP ® PD program is a public-private partnership managed by the Foundation for the National Institutes of Health and funded by the National Institute of Neurological Disorders and Stroke (NINDS) in partnership with the Aligning Science Across Parkinson's (ASAP) initiative; Celgene Corporation, a subsidiary of Bristol-Myers Squibb Company; GlaxoSmithKline plc (GSK); The Michael J. Fox Foundation for Parkinson's Research; Pfizer Inc.; AbbVie Inc.; Sanofi US Services Inc.; and Verily Life Sciences.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
Sanofi US Services Inc.	The AMP ® PD program is a public-private partnership managed by the Foundation for the National Institutes of Health and funded by the National Institute of Neurological Disorders and Stroke (NINDS) in partnership with the Aligning Science Across Parkinson's (ASAP) initiative; Celgene Corporation, a subsidiary of Bristol-Myers Squibb Company; GlaxoSmithKline plc (GSK); The Michael J. Fox Foundation for Parkinson's Research; Pfizer Inc.; AbbVie Inc.; Sanofi US Services Inc.; and Verily Life Sciences.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
Verily Life Sciences	The AMP ® PD program is a public-private partnership managed by the Foundation for the National Institutes of Health and funded by the National Institute of Neurological Disorders and Stroke (NINDS) in partnership with the Aligning Science Across Parkinson's (ASAP) initiative; Celgene Corporation, a subsidiary of Bristol-Myers Squibb Company; GlaxoSmithKline plc (GSK); The Michael J. Fox Foundation for Parkinson's Research; Pfizer Inc.; AbbVie Inc.; Sanofi US Services Inc.; and Verily Life Sciences.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12324657/						
National Institutes of Health (NIH)	The Whitehall II study is supported by grants from the National Institutes of Health (grant numbers R01AG056477 and RF1AG062553)		R01AG056477	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
National Institutes of Health (NIH)	The Whitehall II study is supported by grants from the National Institutes of Health (grant numbers R01AG056477 and RF1AG062553)		RF1AG062553	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
UK Medical Research Council	UK Medical Research Council (grant numbers R024227 and S011676)		R024227	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
UK Medical Research Council	UK Medical Research Council (grant numbers R024227 and S011676)		S011676	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
Wellcome Trust	Wellcome Trust (grant number 221854/Z/20/Z)		221854/Z/20/Z	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
French National Research Agency	this work was supported by the French National Research Agency (ANR‐19‐CE36‐0004‐01) to S.S.	S.S.	ANR‐19‐CE36‐0004‐01	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
European Commission	European Commission (ERC‐101043884) to S.S.	S.S.	ERC‐101043884	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
Netherlands Organization for Health Research and Development (ZonMW)	Netherlands Organization for Health Research and Development (ZonMW) Veni research grant (grant number 916.19.074) to T.V.S	T.V.S	916.19.074	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
Diabetes Fonds	Diabetes Fonds Junior Fellowship grant (grant number 2021.81.004) to T.V.S.	T.V.S	2021.81.004	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
Dutch Heart Foundation	Dutch Heart Foundation research grant (grant number 2018T025) to T.V.S. and A.V.G.; a Dutch Heart Foundation travel grant (grant number 2022R004) to A.V.G.	T.V.S. and A.V.G.	2018T025	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
Dutch Heart Foundation	Dutch Heart Foundation research grant (grant number 2018T025) to T.V.S. and A.V.G.; a Dutch Heart Foundation travel grant (grant number 2022R004) to A.V.G.	T.V.S. and A.V.G.	2022R004	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
Stichting Fonds Dr. Catherine van Tussenbroek	Stichting Fonds Dr. Catherine van Tussenbroek (grant number A‐2022‐29) to A.V.G.	A.V.G.	A‐2022‐29	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10947967/						
	This research received no external funding.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12730650/						
National Institutes of Health (NIH)	This study was supported by the following (NIH) funding mechanisms: 10.13039/100000002 National Institutes of Health P30AG066506, U01AG061357, U01AG046139 (T.E.G. and N.E.-T.)	T.E.G. and N.E.-T.	P30AG066506	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
National Institutes of Health (NIH)	This study was supported by the following (NIH) funding mechanisms: 10.13039/100000002 National Institutes of Health P30AG066506, U01AG061357, U01AG046139 (T.E.G. and N.E.-T.)	T.E.G. and N.E.-T.	U01AG061357	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
National Institutes of Health (NIH)	This study was supported by the following (NIH) funding mechanisms: 10.13039/100000002 National Institutes of Health P30AG066506, U01AG061357, U01AG046139 (T.E.G. and N.E.-T.)	T.E.G. and N.E.-T.	U01AG046139	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
National Institutes of Health (NIH)	RF1AG074569 (Y.L., S.P., and T.E.G.)	Y.L., S.P., and T.E.G.	RF1AG074569	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
National Institutes of Health (NIH)	RF1AG071587 (N.T.S.)	N.T.S.	RF1AG071587	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
National Institutes of Health (NIH)	P30AG066511 (A.I.L.)	A.I.L.	P30AG066511	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
National Institutes of Health (NIH)	and the Foundations for the National Institutes of Health AMP-AD 2.0 grant			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
Deutsche Forschungsgemeinschaft	This work was supported by the (DFG, German Research Foundation) under Germany's Excellence Strategy NeuroCure – EXC-2049 – 390688087 to F.L.H., as well as HE 3130/6-1 to F.L.H.	F.L.H.	EXC-2049-390688087	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
Deutsche Forschungsgemeinschaft	This work was supported by the (DFG, German Research Foundation) under Germany's Excellence Strategy NeuroCure – EXC-2049 – 390688087 to F.L.H., as well as HE 3130/6-1 to F.L.H.	F.L.H.	HE3130/6-1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
