Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/Anais-DZ/big_brain_quiz	Anais-DZ	Anais-DZ; Steven-RSN; Asuniia		NO - This is a general educational quiz web application project developed as part of a web development training program. It is designed for creating and taking thematic quizzes for learning purposes, with no specific connection to biomedical research, neuroscience, or healthcare applications.	This is a web-based quiz platform that allows trainers to manage content and access while enabling trainees to participate in thematic multiple-choice quizzes for educational purposes. The project is structured as a full-stack web application with user management, quiz participation, scoring, and administrative features.	Not specified in the available repository information.	HTML, CSS, JavaScript, PHP, relational databases, UML diagrams, Figma (for design), Notion (for project management), Postman (for API documentation), MCD/MLD (database modeling).
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/lukakostic/Brainfuck-To-C-To-Exe-With-Python2	lukakostic	lukakostic	C	"NO - This repository is about the Brainfuck programming language compiler/transpiler, which is a general computer science project unrelated to biomedical research, neuroscience, or healthcare applications. Despite the word ""Brain"" in ""Brainfuck,"" this refers to an esoteric programming language and has no connection to actual brain research or medical applications."	This repository contains a Python2-based transpiler that converts Brainfuck programming language code to C code and then compiles it to executable files. It is a variant of another project that uses Digital Mars compiler instead of TCC (Tiny C Compiler) for the compilation step.	Not specified in the available repository information.	Python2, Digital Mars compiler, C programming language, Brainfuck programming language
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/seanfw/froudist-walsh-et-al-elife-2018	seanfw	seanfw	Matlab	YES - This repository is biomedically relevant as it focuses on brain connectivity analysis and neuroplasticity in non-human primates. The research examines macro-connectomics and microstructure to predict dynamic plasticity patterns in the primate brain, which directly relates to neuroscience and brain imaging research.	This code implements analysis methods for studying brain connectivity and neuroplasticity patterns in non-human primates. The research combines macro-scale connectivity data with microstructural information to predict how the brain adapts and changes over time, contributing to our understanding of neural plasticity mechanisms.	Brain imaging data (raw imaging data mentioned for PRIME-DE upload), macro-connectomics data, microstructural brain data, connectivity matrices	MATLAB (version 2016a), FSL (FMRIB Software Library), Brain Connectivity Toolbox, Connectome Workbench, MATLAB GIFTI library, b2r colormap, jbfill function, Sam Schwarkopf's cateye plot function
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/Lasolitaire/Navratna-Jewellery-The-Complete-Guide---Lasolitairejewels	Lasolitaire	Lasolitaire		NO. This repository is about Navratna jewelry and gemstones based on Indian astrology, not biomedical research. While it mentions some claimed health benefits of gemstones, it is primarily a commercial/cultural guide for jewelry rather than scientific research related to neurodegenerative diseases, brain imaging, or medical data analysis.	This is not a code repository but rather a documentation/guide about Navratna jewelry. It provides information about nine gemstones used in Indian astrology, their supposed planetary associations, claimed health benefits, and proper arrangement in jewelry settings.	Not specified in the available repository information.	Not specified in the available repository information.
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/zhanglei911/BrainTerrainOnMars	zhanglei911	zhanglei911	MATLAB	"YES - The repository name ""BrainTerrainOnMars"" and focus on geometry feature extraction strongly suggests brain imaging analysis, likely involving brain surface or structural analysis which is relevant to neuroscience and neuroimaging research."	This is a MATLAB-based tool for extracting geometric features and generating visualization plots. The main.m script produces primary result figures for a research paper and presents data from the feature extraction process.	Not specified in the available repository information.	MATLAB
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/LaunchCodeEducationClassrooms/assignment-3-mars-rover-braincandle76	LaunchCodeEducationClassrooms	github-classroom[bot]; braincandle76	JavaScript	NO - This appears to be a general programming assignment about a Mars rover simulation, which is unrelated to biomedical research, neuroscience, or healthcare applications.	This is a classroom assignment repository for implementing a Mars rover simulation or control system. The repository appears to be a programming exercise hosted on GitHub Classroom with Repl.it integration for online development.	Not specified in the available repository information.	GitHub Classroom, Repl.it online IDE platform.
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/dumaatravaie/BrainHack_Marseille_2022_16s	dumaatravaie	Slowblitz; dumaatravaie	Python	YES - This repository is biomedically relevant as it focuses on analyzing gut microbiota data to understand connections between intestinal microbes and neurological disorders, specifically referencing studies on autism-like behaviors and Parkinson's disease. The project involves bioinformatics analysis of microbiome data related to neurodevelopmental and neurological conditions.	This is a BrainHack project that aims to perform bioinformatics analysis of publicly available 16S rRNA sequencing data from gut microbiota studies. The project focuses on downloading, extracting, and filtering sequencing data to understand the relationship between gut microbiota and neurological disorders, with plans to implement analysis pipelines using tools like QIIME2.	16S rRNA gene sequencing data, gut microbiota samples, microbiome sequencing data from NCBI	QIIME2, cutadapt, Kraken2, Python, Anaconda, Singularity, NCBI databases
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/ericcastet/Brainhack-Marseille-VR	ericcastet	ericcastet	Python	YES - This repository is biomedically relevant as it focuses on virtual reality experiments for perception research, which is commonly used in neuroscience and brain research to study cognitive processes, spatial navigation, visual perception, and neurological conditions.	This repository contains Python scripts for building Virtual Reality experiments using the PTVR (Perception Toolbox for Virtual Reality) framework. The project appears to be part of a Brainhack event in Marseille focused on developing VR-based perception studies.	Not specified in the available repository information.	PTVR (Perception Toolbox for Virtual Reality), Python
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/lauralopezgaldo/Brainhack-Marseille-2022	lauralopezgaldo	lauralopezgaldo; camilosada	Jupyter Notebook	YES - This repository focuses on analyzing Local Field Potentials (LFP) from electrophysiological recordings, which are directly relevant to neuroscience research. LFP data is commonly used to study brain activity and neural mechanisms underlying various neurological conditions and brain disorders.	This project aims to remove pink noise (1/f noise) from Local Field Potential (LFP) recordings across different electrophysiological recording systems. The code processes LFP data by downsampling, filtering, and aligning signals to behavioral cues (go cue signal) for analysis.	Local Field Potential (LFP) electrophysiological recordings	Not specified in the available repository information.
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/Alex-Pennington/brain_core	Alex-Pennington	superman32432432; Alex-Pennington	C++	"NO. This repository is a telecommunications modem implementation for MIL-STD-188-110A military radio communication standard, not biomedical research. Despite the name ""brain_core"" referring to the original author Charles Brain, this is a radio frequency modem for data transmission over radio channels, unrelated to neuroscience or medical applications."	This is a headless TCP server wrapper for a MIL-STD-188-110A military standard modem core that enables data transmission over radio frequencies. The wrapper strips GUI dependencies and provides TCP-based control and data interfaces for automated testing, allowing users to transmit/receive data at various bit rates (75-2400 bps) using PCM audio files instead of actual radio hardware.	PCM audio files (48kHz 16-bit), binary data streams, ASCII control commands	TCP/IP networking, PCM audio file processing, Windows executable, static library compilation, MIL-STD-188-110A modem implementation
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/dxhj/Brainfuck-Compiler	dxhj	dxhj	C	NO - This is a compiler for the Brainfuck programming language that translates Brainfuck code to C, MIPS, and i386 assembly. It is a general software development tool with no connection to biomedical research, neuroscience, or healthcare applications.	This is a compiler implementation that translates Brainfuck programming language code into three different target languages: C, MIPS assembly, and i386 assembly. The compiler allows users to write programs in the esoteric Brainfuck language and compile them to executable code on different architectures.	Not specified in the available repository information.	Make (build system), GCC (GNU Compiler Collection), NASM (Netwide Assembler), MARS MIPS simulator, C programming language, MIPS assembly, i386 assembly.
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/laurabruhn/sulci-vs-connectivity-based-structural-brain-comparisons-across-primates	laurabruhn	laurabruhn	Shell	YES - This repository is biomedically relevant as it focuses on structural brain comparisons across primates, involving brain imaging analysis and neuroimaging research. The study of brain sulci (cortical folds) and connectivity patterns is directly related to neuroscience and understanding brain structure and function.	This repository contains code for a master's thesis comparing two different approaches to structural brain analysis across primate species: sulci-based methods versus connectivity-based methods. The research aims to evaluate and compare these different methodological approaches for analyzing brain structure in comparative neuroanatomy studies.	Not specified in the available repository information.	Not specified in the available repository information.
Cambridge Centre for Ageing and Neuroscience (Cam-CAN)	Cam-CAN	Alzheimer's Disease; Dementia; Mild Cognitive Impairment; Healthy Aging; Cognitive Aging	https://github.com/McIntosh-Lab/dFC_Cam-CAN	McIntosh-Lab	neudorf	MATLAB	YES - This repository is biomedically relevant as it analyzes brain networks and their relationship to visual working memory in aging adults using neuroimaging data. The research focuses on dynamic functional connectivity, brain network analysis, and cognitive function changes with aging, which are core areas of neuroscience and brain disorder research.	This code implements analysis pipelines for studying dynamic functional connectivity (dFC) in brain networks using the Cam-CAN dataset to investigate how functional and structural brain networks support visual working memory in aging adults. The analysis combines Leading Eigenvector Dynamics Analysis (LEiDA), network control theory (NCT), and Partial Least Squares (PLS) methods to examine brain state transitions and their behavioral correlations across different age groups.	Resting-state fMRI (rsfMRI) timecourses, structural connectivity (SC) matrices, behavioral data (visual working memory/perception test scores), brain parcellation data (Schaefer-Tian 218 parcellation)	Python (numpy, scipy, nibabel, nilearn, matplotlib, pandas, seaborn, statsmodels, plotnine), MATLAB (with PLS toolbox, LEiDA toolbox), R, nctpy (network control theory), matlabengine, custom packages (brainvistools, PLS_wrapper, PyNeudorf), conda/pip package management, HPC cluster computing tools
Cambridge Centre for Ageing and Neuroscience (Cam-CAN)	Cam-CAN	Alzheimer's Disease; Dementia; Mild Cognitive Impairment; Healthy Aging; Cognitive Aging	https://github.com/kojonketia/African-Brain-Data-Science-ABDS-project	kojonketia	kojonketia	Jupyter Notebook	YES - This repository is biomedically relevant as it focuses on brain imaging analysis, specifically comparing brain volumes (total brain volume, intracranial volume, gray matter volume, and white matter volume) from neuroimaging data. It involves medical/clinical data analysis for understanding brain structure differences across age groups.	This project performs a comparative statistical analysis of brain volume measurements from the Cam-CAN brain study dataset. The code compares brain volumes between young (18-30 years) and old (70-87 years) age groups using appropriate statistical tests (T-test or Mann Whitney U test) after testing for normality with the Shapiro-Wilk test.	Brain imaging data including total brain volume, intracranial volume, gray matter volume, and white matter volume measurements from neuroimaging scans.	Statistical analysis tools including Shapiro-Wilk test for normality testing, T-test for parametric comparisons, and Mann Whitney U test for non-parametric comparisons. Data sourced from Brainlife.io platform and the Cam-CAN dataset repository.
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/NYUMedML/GNN_for_EHR	NYUMedML	jackzhu727	Python	YES - This repository is biomedically relevant as it focuses on analyzing Electronic Health Records (EHR) for predicting disease outcomes using graph neural networks. It specifically deals with medical concept structures, ICU data, outpatient clinical data, and medical code extraction, which are all directly related to healthcare applications and clinical data analysis.	This code implements a novel graph-based neural network model for learning representations from Electronic Health Records to predict disease outcomes. The model uses variational regularization to enhance attention weight learning in graph neural networks and can handle both short-term ICU data and long-term outpatient clinical data. The approach addresses challenges in constructing knowledge graphs from noisy real-world medical data sources.	Electronic Health Records (EHR), short-term ICU data, long-term outpatient clinical data, medical codes	Python 3.6, PyTorch (implied by CUDA requirement), CUDA 10.0, Graph Neural Networks (GNN), preprocessing tools for medical code extraction, requirements.txt for package dependencies
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/NYUMedML/CNN_design_for_AD	NYUMedML	shengliu66; JeremyHide	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease detection using deep learning models applied to structural MRI brain scans. It involves neuroimaging analysis for neurodegenerative disease diagnosis and compares deep learning approaches with traditional volume/thickness models for early AD detection.	This repository implements a CNN-based deep learning framework for early Alzheimer's disease detection from structural MRI scans. The code includes data preprocessing pipelines, neural network training scripts, and model evaluation tools that can classify subjects into Cognitive Normal, Mild Cognitive Impairment, and Alzheimer's Disease categories with improved accuracy over traditional volume-based approaches.	- Structural MRI brain scans - Clinical data from ADNI and NACC datasets - Volume and thickness measurements extracted using FreeSurfer - Age information - Subject and scan IDs	- Python 3.6 - PyTorch 0.4 - torchvision - Clinica (for data preprocessing and BIDS conversion) - FreeSurfer (for volume/thickness extraction) - NumPy - Matplotlib - Progress - Visdom - Jupyter Notebook (for model evaluation)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/himanshub1007/Alzhimers-Disease-Prediction-Using-Deep-learning	himanshub1007	himanshub1007	Python	YES - This repository is directly focused on Alzheimer's disease prediction using brain MRI imaging data. It specifically addresses neurodegenerative disease detection through medical imaging analysis and uses clinical neuroimaging data from the Alzheimer's Disease Neuroimaging Initiative (ADNI) study.	This project implements deep learning approaches for predicting Alzheimer's disease from brain MRI scans using convolutional neural networks. The code explores different transfer learning methods including pretrained 2D AlexNet and 3D autoencoders to classify brain structure changes associated with Alzheimer's disease, achieving 86% accuracy with the AlexNet approach.	- Brain MRI scans (structural neuroimaging) - 3D brain images (121x145x121 voxels) - Whole brain and grey matter segmented data - Clinical diagnostic labels (AD cases vs normal controls)	- Convolutional Neural Networks (CNN) - AlexNet architecture - 3D Sparse Autoencoder - Statistical Parametric Mapping (SPM) software version 12 - Transfer learning frameworks - ImageNet pretrained models - Deep learning frameworks (specific framework not mentioned but likely PyTorch or TensorFlow)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/GabrieleLozupone/AXIAL	GabrieleLozupone	GabrieleLozupone	Python	YES - This repository is directly focused on Alzheimer's disease diagnosis using 3D MRI brain scans. It implements an attention-based explainable AI framework for distinguishing Alzheimer's disease from cognitively normal patients and for predicting progression from mild cognitive impairment to Alzheimer's disease, making it highly relevant to neurodegenerative disease research.	AXIAL is a deep learning framework that uses attention-based 2D CNNs to analyze 3D MRI brain scans for Alzheimer's disease diagnosis and prediction. The framework incorporates explainable AI mechanisms to generate voxel-level attention maps that highlight brain regions important for decision-making, such as the hippocampus and amygdala. It includes comprehensive preprocessing pipelines for ADNI dataset conversion to BIDS format and provides both 2D and 3D modeling approaches with explainability features.	- 3D structural MRI (sMRI) brain scans - Clinical data from ADNI (Alzheimer's Disease Neuroimaging Initiative) - T1-weighted MRI images - BIDS-formatted neuroimaging data	- PyTorch (deep learning framework) - Clinica software (neuroimaging preprocessing) - ADNI dataset - Brain Imaging Data Structure (BIDS) - N4 bias field correction - MNI152 registration - GradCAM (explainability) - Attention mechanisms - 5-fold cross-validation
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/RishalAggarwal/3D-Convnet-for-Alzheimer-s-Detection	RishalAggarwal	RishalAggarwal	Python	YES - This repository is directly focused on Alzheimer's disease detection using 3D MRI brain scans. It implements deep learning methods specifically for diagnosing neurodegenerative conditions and uses medical neuroimaging data from the ADNI database for brain analysis.	This repository implements a 3D convolutional neural network (3D CNN/VoxNet) for detecting and diagnosing Alzheimer's disease using T1-weighted MRI brain scans. The code includes a comprehensive data preprocessing pipeline for skull stripping, segmentation, and normalization of brain images, followed by a deep learning model that classifies scans into three categories: Alzheimer's Disease (AD), Mild Cognitive Impairment (MCI), and Normal (NL).	3D MRI T1-weighted brain scans from the ADNI (Alzheimer's Disease Neuroimaging Initiative) database	Python3, NumPy, Pandas, Matplotlib, Scikit-Image, Nibabel, Nipype, FSL (FMRIB Software Library v5.0), TensorFlow, TFlearn
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/cboix/admultiregion_analysis	cboix	cboix	R	YES - This repository is directly related to Alzheimer's disease research, which is a major neurodegenerative condition. It focuses on single-cell analysis across brain regions to study disease progression, making it highly relevant to biomedical neuroscience research.	This repository contains analysis code for creating a single-cell atlas of Alzheimer's disease progression across different brain regions. The code appears to support comprehensive multi-region analysis of cellular changes associated with AD pathology and provides both a data portal for browsing results and access to raw datasets.	Single-cell data across brain regions (specific modalities not clearly specified in the available repository information, but likely single-cell RNA sequencing given the atlas context).	Not specified in the available repository information (would need to examine code files, requirements, or documentation for specific packages and frameworks used).
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/oscardp96/TFM-Alzheimer-Diagnosis	oscardp96	oscardp96; alu0100892833	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease diagnosis using deep learning and MRI brain imaging, which falls squarely within neurodegenerative disease research and medical neuroimaging analysis.	This repository contains a master's thesis project that develops deep learning models for automatic Alzheimer's disease diagnosis using MRI brain images. The code implements two main approaches: fine-tuning an InceptionV3 network and training a 3D ResNet to classify patients into healthy, demented, and mild cognitive impairment (MCI) categories.	MRI brain images (in .nii format) from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database, clinical classification data (healthy, demented, MCI patients)	Google Colaboratory, Jupyter notebooks, TensorFlow (TFRecords format), InceptionV3, ResNet3D, Python, image preprocessing tools for registration and skull-stripping
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/vipul105/Alzheimers_Disease_Progression	vipul105	vipul105; kaurrachneet6	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease, a major neurodegenerative condition. It develops machine learning models to predict disease progression trajectories and classify clinical subtypes of Alzheimer's disease patients, which is highly relevant to biomedical research and clinical care for neurological conditions.	This code implements machine learning approaches to predict Alzheimer's disease progression rates and trajectories from clinical data. The project clusters patients into distinct progression subgroups and uses techniques including LSTM neural networks to forecast disease course from baseline and early post-diagnosis clinical measurements, achieving high accuracy (AUC 0.83-0.96) for predicting 4-year progression outcomes.	Clinical data from the Alzheimer's Disease Neuroimaging Initiative (ADNI), including memory and cognitive measures, clinical parameters, and longitudinal clinical assessments over multiple years.	Python (with package versions documented in python_package_versions.txt), Streamlit (for interactive web interface), machine learning frameworks for classification and clustering, LSTM neural networks for trajectory prediction, and statistical analysis tools for performance evaluation (AUC calculations with confidence intervals).
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/thibault-wch/Joint-Learning-for-Alzheimer-disease	thibault-wch	thibault-wch	Python	YES - This repository is directly focused on Alzheimer's disease diagnosis and neuroimaging analysis. It implements a joint learning framework for cross-modal synthesis between MRI and PET brain imaging modalities specifically for improving Alzheimer's disease diagnosis, which is a core neurodegenerative disease research application.	This code implements a joint learning framework that combines unsupervised cross-modal synthesis and Alzheimer's disease diagnosis by leveraging both MRI and PET neuroimaging data. The framework uses a novel ShareGAN network to perform bidirectional synthesis between 3D MRI and PET images while simultaneously training a diagnosis network, with the goal of improving AD diagnosis from MRI data when PET scans are unavailable.	- 3D MRI (structural magnetic resonance imaging) - 3D PET (positron emission tomography) - Clinical diagnosis labels (Normal Control: 0, Alzheimer's Disease: 1) - Neuroimaging data from ADNI, NACC, and AIBL datasets	- PyTorch (deep learning framework) - Freesurfer (neuroimaging preprocessing) - FLIRT (FMRIB's Linear Image Registration Tool) - ANTs (Advanced Normalization Tools) - Adam optimizer - Kaiming initialization - NumPy (.npy format for processed images) - Pickle (data organization) - NVIDIA V100 GPUs for training
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/miacsu/MMTL	miacsu	tianxu8822	Python	YES - This repository is directly focused on Alzheimer's Disease (AD) diagnosis and cognitive assessment through brain imaging analysis. It uses structural MRI brain scans to automatically diagnose AD and predict MMSE (Mini-Mental State Examination) scores, which are core biomedical applications in neurodegenerative disease research.	This code implements a 3D MRI-based multi-task learning framework for simultaneous Alzheimer's Disease diagnosis and MMSE score prediction using structural brain imaging data. The system uses a CNN backbone with multi-task interaction layers that enable feature sharing and decoupling between the two tasks, along with specialized loss functions for feature consistency and MMSE score distribution modeling.	- Structural MRI (sMRI) brain scans (3D imaging data) - Clinical data (AD diagnostic labels, MMSE cognitive assessment scores) - CSV files containing subject metadata and labels	- Python (>=3.6) - Deep learning framework (likely PyTorch based on file structure) - CNN/3D CNN architectures - NVIDIA GPU support (tested on GTX2080) - CSV data handling - JSON configuration files - Custom loss functions and data loaders - ADNI dataset integration
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/xiaotingsong/dGLCN	xiaotingsong	xiaotingsong		YES - This repository is directly related to Alzheimer's disease diagnosis, which is a major neurodegenerative disease. The project focuses on developing interpretable machine learning methods for clinical diagnosis of Alzheimer's disease.	This repository contains implementation code for dual-graph learning convolutional networks (dGLCN) designed for Alzheimer's disease diagnosis. The method appears to use graph-based deep learning approaches to provide interpretable diagnostic predictions, as presented at the MICCAI 2022 conference.	Not specified in the available repository information.	Not specified in the available repository information.
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/batuhankmkaraman/mlbasedad	batuhankmkaraman	batuhankmkaraman	Python	YES - This repository is directly focused on Alzheimer's disease research, specifically developing machine learning models to predict future cognitive decline toward Alzheimer's disease using multi-modal clinical data from the ADNI database.	This code implements a machine learning pipeline for predicting future decline toward Alzheimer's disease using multi-modal data from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database. The repository includes preprocessing steps for handling ADNI data, training deep learning models (specifically a Neural Multi-Modal model called NMM), and evaluation scripts to assess predictive performance across multiple train/test splits.	Multi-modal clinical data from ADNI database (ADNIMERGE.csv format) - specific modalities not detailed in the available repository information, but likely includes neuroimaging, cognitive assessments, and demographic data typical of ADNI studies.	- Python 3.8.16 - PyTorch 1.12.1+cu102 - TensorBoard 2.11.2 - scikit-learn 1.2.1 - pandas 1.5.3 - numpy 1.24.1 - NVIDIA TITAN RTX GPU support
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/ArezoShakeri/MultiConAD	ArezoShakeri	ArezoShakeri	Python	YES - This repository is directly focused on early detection of Alzheimer's disease (AD) and Mild Cognitive Impairment (MCI) through conversational analysis. It specifically addresses neurodegenerative disease detection using language dysfunction as an early biomarker for AD, which is a core biomedical application in neurological healthcare.	This repository provides a comprehensive pipeline for multilingual Alzheimer's disease detection from conversational data, unifying 16 publicly available dementia-related datasets across English, Spanish, Chinese, and Greek languages. The codebase includes data collection, preprocessing, audio transcription, translation, and classification experiments using both TF-IDF and E5 Large models to perform binary and multiclass classification for detecting AD and MCI in monolingual and multilingual settings.	Conversational audio data, conversational text data, transcripts from cognitive assessment tasks, DementiaBank Chat format files, TSV format data from iFlytek dataset, multilingual text data (English, Spanish, Chinese, Greek)	Whisper ASR for audio transcription, GPT-4 for translation, TF-IDF for text representation, E5 Large model for dense text embeddings, Python scripts for data processing and classification, various machine learning classifiers for binary and multiclass classification tasks
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/montanarograziano/Multimodal-approach-for-AD	montanarograziano	montanarograziano; espositoandrea	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's Disease (AD) detection using brain imaging modalities (PET and MRI), which falls squarely within neurodegenerative disease research and neuroimaging analysis.	This repository implements a multimodal machine learning approach for detecting Alzheimer's Disease by combining PET and MRI brain imaging data. The code includes data preprocessing pipelines for both imaging modalities, model training and testing frameworks, and visualization tools including GradCAM-based heatmaps for interpretability analysis of brain regions.	- MRI (Magnetic Resonance Imaging) - PET (Positron Emission Tomography)	- tf-keras-vis (for GradCAM visualization) - TensorFlow/Keras (implied from tf-keras-vis usage) - Jupyter notebooks - GradCAM algorithm - Python (implied from .ipynb format)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/Raj-Lab-UCSF/Aggregation-Network-Diffusion	Raj-Lab-UCSF	xxabbu	MATLAB	YES. This repository is directly focused on modeling pathology progression in Alzheimer's disease, specifically analyzing the spread of amyloid and tau proteins through brain networks using neuroimaging data (PET scans) and brain connectome analysis.	The code implements an Aggregation-Network Diffusion (AND) model that simulates how pathological proteins (amyloid and tau) spread through the human brain connectome in Alzheimer's disease. It includes two main modeling approaches: a joint model for both amyloid and tau with cross-species interactions, and a combined aggregation and network diffusion model specifically for tau propagation.	PET imaging data (amyloid and tau SUVr), brain connectomes, inter-regional distance matrices, regional atrophy data, clinical neuroimaging data.	MATLAB (tested on R2019b), Windows 10 OS (though platform-independent due to MATLAB design), custom mathematical modeling scripts for network diffusion analysis.
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/HaloForest/UKB_PWAS	HaloForest	HaloForest	R	YES - This repository is directly related to Alzheimer's disease research, which is a major neurodegenerative condition. The code supports a phenome-wide association study (PWAS) and Mendelian randomization analysis specifically focused on Alzheimer's disease using UK Biobank data.	This repository contains code for conducting a phenome-wide association study (PWAS) and Mendelian randomization analysis to investigate Alzheimer's disease. The analysis uses data from 502,493 participants in the UK Biobank cohort to examine associations between various phenotypes and Alzheimer's disease risk.	Not specified in the available repository information.	Not specified in the available repository information.
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/mac-n/Clustering-GNN	mac-n	mac-n	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease classification using neuroimaging data (TAU-PET imaging) and clinical assessments. It involves brain imaging analysis, medical data processing for neurodegenerative disease research, and uses ADNI (Alzheimer's Disease Neuroimaging Initiative) datasets.	This code implements a graph neural network approach for classifying Alzheimer's disease by combining TAU-PET neuroimaging data with heterogeneous clinical data. The methodology uses cluster-based labeling with UMAP clustering to relabel patients and applies GNN classification, followed by analysis of the most informative features for each cluster and validation using CSF amyloid-beta biomarkers.	- TAU-PET neuroimaging data - Demographic data - Clinical assessment data (CFA features/subassessments) - CSF amyloid-beta levels - ADNI dataset components	- Python 3.8.12 with conda environment - R version 4.2.1 with adnimerge package (v0.0.1) - UMAP for clustering - Graph Neural Network (based on AutoMetricGNN) - FSelector R package - Jupyter notebooks - NumPy for data processing - SVM for TAU-PET feature processing
