Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Content_For_Analysis	Biomedical Relevance	Code Summary	Data Types	Tooling
The Living Brain Project (LBP) Study	LBP	Parkinson's Disease; Alzheimer's Disease; No Cognitive Impairment	https://github.com/x0-SANJU-0x/BRAINTUMOR_DETECTION	x0-SANJU-0x	x0-SANJU-0x	Python		YES - This repository is directly biomedically relevant as it focuses on brain tumor detection using medical imaging data. Brain tumor detection is a critical application in medical diagnosis and neurological healthcare, involving the analysis of brain MRI scans for clinical purposes.	This project develops a brain tumor detection system using Python that applies multiple advanced image processing techniques including Gabor filters, Tamura texture features, and Local Binary Pattern (LBP) filters to extract distinctive features from medical brain images. The system trains machine learning models using these extracted features to automatically detect brain tumors in MRI scans.	Brain tumor MRI dataset from Kaggle, medical brain imaging data (MRI scans)	Python, Gabor filters, Tamura texture analysis, Local Binary Pattern (LBP) filters, image processing libraries (specific packages not detailed in the available content)
The Living Brain Project (LBP) Study	LBP	Parkinson's Disease; Alzheimer's Disease; No Cognitive Impairment	https://github.com/Testgitchhub/-Brain-Tumor-Detection-ML	Testgitchhub	Testgitchhub	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on brain tumor detection using medical imaging (MRI scans), which directly relates to medical/clinical data analysis for brain disorders and neurological conditions.	This project implements a machine learning approach for detecting brain tumors using MRI scan analysis. The code employs multiple classification algorithms (Random Forest, SVM, Logistic Regression, KNN, and Gradient Boosting) combined with feature extraction techniques (HOG and LBP) to identify abnormal cell growth patterns indicative of brain tumors, achieving 97% accuracy with Random Forest using 5-fold cross-validation.	MRI scans (medical imaging data)	Random Forest, Support Vector Machine (SVM), Logistic Regression, K-Nearest Neighbors (KNN), Gradient Boosting, Histogram of Oriented Gradients (HOG), Local Binary Patterns (LBP), 5-fold Cross-Validation
The Living Brain Project (LBP) Study	LBP	Parkinson's Disease; Alzheimer's Disease; No Cognitive Impairment	https://github.com/muhammadhuzaifa023/Brain-Tumor-Classification-using-FFT-and-DWT	muhammadhuzaifa023	muhammadhuzaifa023			YES - This repository is directly biomedically relevant as it focuses on brain tumor classification using MRI images. It specifically addresses medical imaging analysis for neurological conditions, classifying different types of brain tumors (Glioma, Meningioma, Pituitary) versus normal brain tissue, which is a critical healthcare application for neurological diagnosis.	This project implements a brain tumor classification system that analyzes MRI images to classify them into four categories: Glioma, Meningioma, Pituitary tumors, and Normal brain tissue. The system uses hybrid feature extraction techniques combining Discrete Wavelet Transform (DWT), Fast Fourier Transform (FFT), Gray Level Co-occurrence Matrix (GLCM), and Local Binary Pattern (LBP) to capture both texture and frequency domain information from medical images. The extracted features are then fed into various machine learning models including a PyTorch-based Multi-Layer Perceptron (MLP) classifier for automated tumor classification.	MRI brain images, medical imaging data for brain tumor classification (Glioma, Meningioma, Pituitary, and Normal brain scans)	Python 3.8+, OpenCV, scikit-image, PyWavelets, NumPy, Pandas, Matplotlib, Seaborn, scikit-learn, PyTorch, torchvision, CLAHE (Contrast Limited Adaptive Histogram Equalization)
The Living Brain Project (LBP) Study	LBP	Parkinson's Disease; Alzheimer's Disease; No Cognitive Impairment	https://github.com/irembulut1/brain_tumor_detection_lbp_hog	irembulut1	irembulut1	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on brain tumor detection using MRI images, which directly relates to medical imaging analysis for neurological conditions and brain disorders.	This project implements a machine learning approach to classify brain MRI images as tumor or non-tumor using Local Binary Patterns (LBP) and Histogram of Oriented Gradients (HOG) feature extraction techniques. The extracted features are fed into an SVM classifier with K-Fold cross-validation to achieve approximately 97% accuracy and 0.96 F1 score for brain tumor detection.	MRI brain images (from Kaggle Brain MRI Images for Brain Tumor Detection dataset)	Python, OpenCV, scikit-learn, matplotlib, pandas, NumPy, seaborn, scikit-image, SVM classifier, Jupyter Notebook, Excel (for feature storage)
The Living Brain Project (LBP) Study	LBP	Parkinson's Disease; Alzheimer's Disease; No Cognitive Impairment	https://github.com/Angga-laksana/BrainTumorClassifierAI	Angga-laksana	Angga-laksana	Jupyter Notebook		YES - This repository is directly biomedically relevant as it focuses on brain tumor classification using MRI images. It specifically addresses medical imaging analysis for neurological conditions by classifying different types of brain tumors (Glioma, Meningioma, Pituitary) and detecting normal brain tissue, which is directly applicable to clinical neuroscience and brain disorder diagnosis.	This is a Streamlit-based machine learning application that classifies brain MRI images into four categories: Glioma, Meningioma, Pituitary tumors, or No Tumor. The system uses texture-based feature extraction techniques (GLCM and LBP) combined with a Support Vector Machine classifier to analyze uploaded MRI images and provide predictions with a user-friendly web interface.	- Brain MRI images (grayscale, 224×224 resolution) - Medical imaging data from public MRI datasets (specifically mentions Kaggle Brain Tumor MRI Dataset)	- Streamlit (web application framework) - Support Vector Machine (SVM) classifier - GLCM (Gray-Level Co-occurrence Matrix) for texture analysis - LBP (Local Binary Patterns) for texture feature extraction - Python packages (as referenced in requirements.txt) - Jupyter Notebook for model development and exploration - Pickle for model serialization
The Living Brain Project (LBP) Study	LBP	Parkinson's Disease; Alzheimer's Disease; No Cognitive Impairment	https://github.com/abishekdp/Brain-tumour-detection-using-tradition-ML	abishekdp	abishekdp	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on brain tumor detection, which is directly related to medical/clinical data analysis for brain disorders and neurological conditions.	This project implements brain tumor detection using traditional machine learning approaches combined with manual feature extraction techniques. The code utilizes Histogram of Oriented Gradients (HOG) and Local Binary Patterns (LBP) methods to extract features from brain images, then applies conventional ML algorithms for classification and analysis.	Not specified in the available repository information.	Based on the description, the project uses HOG (Histogram of Oriented Gradients) and LBP (Local Binary Patterns) feature extraction methods along with traditional machine learning algorithms, though specific frameworks and packages are not detailed in the available information.
The Living Brain Project (LBP) Study	LBP	Parkinson's Disease; Alzheimer's Disease; No Cognitive Impairment	https://github.com/jatirta/lowres-brain-tumor-detection	jatirta	jatirta	Jupyter Notebook		YES - This repository is directly biomedically relevant as it focuses on brain tumor classification using MRI images. It specifically addresses the detection and classification of different types of brain tumors (Glioma, Meningioma, Pituitary tumors) from medical imaging data, which is a core application in medical/clinical data analysis for brain disorders.	This is a Streamlit-based machine learning application that classifies brain MRI images into four categories: Glioma, Meningioma, Pituitary tumor, or No Tumor. The system uses texture-based feature extraction (GLCM and LBP) combined with an SVM classifier to analyze uploaded MRI images and predict tumor types, designed as an educational and research tool.	MRI images (brain scans), specifically 224×224 grayscale MRI images from public datasets such as the Kaggle Brain Tumor MRI Dataset.	Streamlit (web application framework), Support Vector Machine (SVM) classifier, GLCM (Gray-Level Co-occurrence Matrix) for texture analysis, LBP (Local Binary Patterns) for feature extraction, Python machine learning libraries (likely scikit-learn based on the pickle model format), and standard image processing libraries.
The Living Brain Project (LBP) Study	LBP	Parkinson's Disease; Alzheimer's Disease; No Cognitive Impairment	https://github.com/jijnasa26/object-detection	jijnasa26	jijnasa26	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on brain tumor classification using MRI images, which directly relates to medical imaging analysis and neurological condition diagnosis.	This project implements an object detection system that uses Local Binary Pattern (LBP)-based texture extraction techniques to analyze MRI brain images for tumor classification. The system achieves 95.44% accuracy in brain tumor classification and incorporates data augmentation methods to improve model generalization.	MRI images (brain scans for tumor detection)	Not specified in the available repository information.
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/uh-joan/beam_pdkit	uh-joan	uh-joan	Python		YES - This repository is biomedically relevant as it focuses on Parkinson's disease (PD) analysis using the pdkit library. It processes acceleration/tremor data to analyze movement patterns, which is directly related to monitoring and assessing neurological symptoms in Parkinson's disease patients.	This code implements a streaming data processing pipeline for analyzing Parkinson's disease tremor data using Apache Beam and the pdkit library. It takes acceleration sensor data (x,y,z coordinates with timestamps and user IDs) and applies the Welch method to extract frequency domain features that can indicate tremor severity. The pipeline supports both batch processing from CSV files and real-time streaming through Google Cloud Pub/Sub.	Acceleration/accelerometer data (tremor data with x,y,z coordinates), timestamp data, user identification data	Apache Beam, pdkit (Parkinson's disease toolkit), Google Cloud Pub/Sub, Python, CSV file processing, Welch method for signal processing
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/danderfer/Comp_Sci_Sem_2	danderfer	danderfer	Python		"NO. This repository contains the script from the ""Bee Movie"" animated film and appears to be a general computer science semester project with no relation to biomedical research, neuroscience, brain imaging, or any healthcare applications."	"This repository appears to be a computer science semester project that contains the complete script text from the DreamWorks animated movie ""Bee Movie"" (2007). The repository does not contain actual code but rather serves as a text repository, possibly for a class assignment or demonstration project."	Not specified in the available repository information.	Not specified in the available repository information.
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/S4ltster/Beemovie	S4ltster	S4ltster; Deltara3	CSS		NO. This repository contains the script from the Bee Movie animated film for educational purposes. It has no relation to biomedical research, neurodegenerative diseases, brain imaging, medical data analysis, or any healthcare applications.	"This is not a code repository but rather a text file containing the complete script from the 2007 animated movie ""Bee Movie."" The repository appears to be created for educational or entertainment purposes and contains dialogue from the film."	Not specified in the available repository information.	Not specified in the available repository information.
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/HimangshuCyber/Math-Quiz	HimangshuCyber	HimangshuCyber	JavaScript		"NO. This repository contains the script from the ""Bee Movie"" and has no relation to biomedical research, neurodegenerative diseases, brain imaging, or any healthcare applications."	"This repository does not contain actual code but rather the entire script text from the animated movie ""Bee Movie"" (2007). The repository appears to be a joke or meme repository using the movie script as placeholder content for what is supposedly titled ""Math-Quiz."""	Not specified in the available repository information.	Not specified in the available repository information.
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/glutanimate/memobeam	glutanimate	glutanimate	Python		"NO. This is a general software add-on for the Anki flashcard application that claims to ""beam flashcards directly into your brain"" but appears to be a novelty/joke project rather than actual biomedical research or clinical application for neurological conditions."	MemoBeam is an add-on for the Anki spaced-repetition flashcard application that humorously claims to transmit flashcards directly into users' brains. The project appears to be a satirical take on learning enhancement, packaged as a standard Anki extension with installation and build processes typical of Anki add-ons.	Not specified in the available repository information.	- Anki (flashcard application platform) - Anki add-on builder (aab) - Git version control - AnkiWeb distribution platform - GNU AGPLv3 licensing
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/Hui-Ling/BeamformerSourceImaging	Hui-Ling	Hui-Ling	MATLAB		YES - This repository is highly biomedically relevant as it focuses on brain imaging and neuroimaging analysis using MEG and EEG data for source localization and connectivity analysis. It specifically deals with electromagnetic brain activity mapping and has applications in studying neurological conditions such as emotional prosody processing in women with menstrual pain.	This repository contains Brainstorm plug-ins for MEG and EEG source imaging that implement three beamformer-based methods: Maximum Contrast Beamformer (MCB) for brain source localization, SILSC for identifying linearly correlated source components, and BIPAC for phase-amplitude coupling analysis. These tools enable researchers to perform advanced electromagnetic brain signal analysis including source localization, correlation imaging, and connectivity analysis.	MEG (magnetoencephalography) data, EEG (electroencephalography) data, electromagnetic neural signals	MATLAB, Brainstorm neuroimaging software platform, beamformer algorithms, phase-amplitude coupling analysis tools
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/vyoussofzadeh/DICS-beamformer-for-Brainstorm	vyoussofzadeh	vyoussofzadeh	MATLAB		YES - This repository implements a DICS (Dynamic Imaging of Coherent Sources) beamformer for brain source localization using MEG data, which is directly relevant to neuroscience research and brain imaging analysis.	This code implements a DICS beamformer algorithm for the Brainstorm software package to analyze MEG brain data in the frequency domain. The implementation focuses on localizing induced brain activations from task-based MEG responses, such as language experiments, by estimating cortical sources of oscillatory activation and providing coherence measures between brain regions.	MEG (Magnetoencephalography) data, including MEG-MAG and MEG-GRAD sensor types, MRI volume data for head modeling, time-frequency responses, cross-spectral density (CSD) matrices.	Brainstorm software package, FieldTrip toolbox, MATLAB, DPSS (Discrete Prolate Spheroidal Sequences) smoothing, overlapping spheres head modeling, dynamic Statistical Parametric Maps (dSPM) for comparison.
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/y330/BEAM	y330	AryamanSrii; hasithz; y330	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on brain tumor detection and enhancement from MRI brain scans, which directly relates to medical imaging analysis for neurological conditions and brain disorders.	BEAM (Brain Scan Enhancer Assistive Model) is a machine learning application designed to automatically detect and mark brain tumors in MRI scans. The program processes brain scan images and outputs enhanced versions with tumors highlighted to assist medical professionals in diagnosis and treatment planning.	MRI (Magnetic Resonance Imaging) brain scans	Python, Machine Learning, OpenCV, NumPy, Google Colab
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/dhhruv/BrainyBeam-Summer-Internship-Tasks	dhhruv		Jupyter Notebook		NO - This repository contains general data science internship tasks focused on basic Python programming, machine learning fundamentals, and NLP exercises. While it mentions text-to-speech and NLP concepts, there is no indication of biomedical applications, brain imaging, neurological conditions, or healthcare-related analysis.	This repository contains educational tasks completed during a data science internship at BrainyBeam Technologies, covering fundamental programming concepts and machine learning techniques. The tasks progress from basic Python data manipulation with pandas/numpy to machine learning implementations using decision trees and linear regression, along with NLP exercises including sentiment analysis and text processing.	CSV files (train.csv, likely Titanic dataset), text data for NLP tasks, student marks data, product review data for sentiment analysis	Python, NumPy, Pandas, scikit-learn (for Linear Regression and Decision Trees), NLTK (for NLP tasks including POS tagging and frequency distribution), gTTS (Google Text-to-Speech), regular expressions (regex) for pattern matching
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/ClinicalNeurotechnologyLab/BeamBCI	ClinicalNeurotechnologyLab	npeekhaus			YES. This repository is highly biomedically relevant as it focuses on brain-computer interfaces (BCIs) for neurorehabilitation, specifically targeting stroke survivors and individuals with paralysis/tetraplegia. The software is designed for clinical neurotechnology applications to enable motor recovery and control of assistive devices like exoskeletons and motorized orthoses.	BeamBCI is a modular Python-based brain-computer interface software platform designed for real-time processing and classification of brain signals in clinical and research settings. The software enables users to configure BCI experiments by selecting modules for data acquisition, signal processing, and actuator control, with all components interconnected via Lab Streaming Layer (LSL) for synchronized data handling with 5-10ms processing delays.	Brain signals (EEG/neural activity), processed brain signals, classification results, control signals for actuators, experimental parameters and settings.	Python, NumPy, SciPy, Lab Streaming Layer (LSL), modular architecture for BCI components, real-time signal processing pipeline.
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/MKhanGit/beamforming	MKhanGit	MKhanGit	Matlab		YES - This repository is biomedically relevant as it focuses on EEG signal analysis for dipole source localization in the brain, which is directly related to neuroimaging and brain analysis for understanding neural activity and potentially diagnosing neurological conditions.	This code provides documentation and implementation for performing beamforming analysis on EEG recordings to localize event-related potential (ERP) sources in the brain using the FieldTrip toolbox. The pipeline includes EEG data preprocessing, electrode alignment with head models, leadfield calculation, and source localization using linearly constrained minimum variance (LCMV) beamforming methods.	EEG signals (BDF files), electrode position data, head models (BEM/FEM), MRI anatomy data, event-related potentials (ERPs), time-frequency data	FieldTrip toolbox, MATLAB, Biosemi EEG system, Actiview data collection system, Excel (for electrode position calculations), BEM and FEM head modeling tools
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/hyperabsolute/brain-neurons-in-space	hyperabsolute	hyperabsolute	JavaScript		NO. This is a creative visualization project created on CodePen for artistic/entertainment purposes, not a biomedical research tool or application for studying actual brain disorders or neurological conditions.	This is a visual animation project that creates an artistic representation of neurons in space with special effects. It appears to be a creative coding exercise focused on visual aesthetics rather than scientific accuracy or biomedical research purposes.	Not specified in the available repository information.	CodePen.io (web-based code editor and hosting platform). Specific programming languages and libraries are not specified in the available repository information.
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/katrinloer/beamform-brainstorm	katrinloer	katrinloer	MATLAB		NO - This repository is focused on seismic noise beamforming for geological applications, specifically analyzing subsurface structures like faults and fractures. It deals with seismic array data and surface wave analysis for geophysical research, not biomedical or neuroscience applications.	This code implements beamforming methods to analyze ambient seismic noise wavefields for geological subsurface analysis. The main function histosyn2022.m generates synthetic wavefields with isotropic velocities and analyzes them with beamforming techniques to identify and correct for apparent anisotropy artifacts introduced by seismic array geometry, enabling more accurate estimates of actual structural anisotropy in the subsurface.	Seismic wavefields, seismic array station data, surface wave velocity measurements	MATLAB (based on the .m file extension mentioned)
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/karangadani/BrainyBeams-Internship	karangadani	karangadani; kevalshah18; jilpatel0511	Dart		"NO - This appears to be a generic Flutter mobile application project with no clear biomedical or neuroscience-related content. The repository name ""BrainyBeams-Internship"" might suggest a connection to brain-related work, but the available content shows only a standard Flutter app template without any biomedical functionality, research components, or neurological applications."	This is a basic Flutter mobile application project that appears to be in its initial setup phase. The repository contains only the standard Flutter project template with getting started documentation and no custom implementation yet developed.	Not specified in the available repository information.	Flutter framework, Dart programming language.
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	Mild Cognitive Impairment; Cognitively Normal Controls	https://github.com/adityasingh0912/BrainyBeam	adityasingh0912	adityasingh0912	Jupyter Notebook		"NO. This repository contains interview task solutions using a sales dataset from Kaggle. Despite the ""Brainy Beam"" name, the code focuses on general data science techniques (multi-index operations, classification, SVD) applied to commercial sales data, with no connection to biomedical research, neuroscience, or healthcare applications."	This repository contains Python solutions to five data science interview tasks using a Kaggle sales dataset. The tasks demonstrate various techniques including multi-index DataFrame operations, custom NumPy universal functions, machine learning classification with Decision Trees and Random Forest, data visualization with multiple y-axes, and matrix factorization using Singular Value Decomposition.	"Sales data (product categories, sales values, and metadata from the ""100 Sales"" Kaggle dataset)"	Python, NumPy, Pandas, Scikit-learn, Matplotlib
The Tulsa-1000 LIBR Study (AGMP_TULSA_1000_LIBR)	T-1000	Major Depressive Disorder; Anxiety; Substance Related Disorder; Eating Disorders	https://github.com/LishiaV/TM10007	LishiaV	amymr; LishiaV; maaikepruijt; HRoording	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on predicting tumor grade in brain cancer, which is directly related to medical/clinical data analysis for brain disorders and neurological conditions.	This repository appears to be focused on developing predictive models for determining tumor grade in brain cancer patients. The project likely involves machine learning or statistical approaches to classify or predict the severity/grade of brain tumors based on various input data.	Not specified in the available repository information.	Not specified in the available repository information.
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/miac-research/MARS-WMH	miac-research	marcoduering; BennoGesierich	Python		YES - This repository is highly biomedically relevant as it focuses on white matter hyperintensity (WMH) segmentation in brain imaging. WMH are associated with various neurological conditions including dementia, stroke, and age-related cognitive decline, making this tool directly applicable to neurodegenerative disease research and brain disorder analysis.	MARS-WMH is a deep learning-based tool for automated segmentation of white matter hyperintensities from brain MRI scans. The repository provides pre-built container images implementing two different neural network approaches (nnU-Net and MD-GRU) that can process FLAIR and T1-weighted brain images to identify and segment WMH regions. The tool is designed for non-commercial academic research use and includes validation for both technical accuracy and clinical applicability.	- FLAIR MRI images (3D with 1mm isotropic resolution recommended, 2D with up to 3mm slice thickness acceptable) - T1-weighted MRI images (1mm isotropic resolution recommended, non-contrast) - NIfTI-1 format for both input and output data	- nnU-Net (neural network framework) - MD-GRU (multi-dimensional gated recurrent units) - Docker and Apptainer (containerization) - NVIDIA CUDA (GPU acceleration) - Python - dcm2niix (recommended for DICOM to NIfTI conversion) - Zenodo (for model file storage) - GitHub Container Registry
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/Brainhack-Marseille/brainhack-marseille.github.io	Brainhack-Marseille	StanSStanman; appukuttan-shailesh; actions-user; EtienneCmb; arnaudletroter; MrMercier; dumaatravaie; Cypriendtr; JuliaSprenger; SylvainTakerkart	CSS		YES - This appears to be a Brainhack event website. Brainhack events are collaborative workshops focused on neuroscience and neuroimaging research, bringing together researchers to work on brain-related data analysis projects and tools.	This is a GitHub Pages website repository for the Brainhack Marseille event. The repository hosts the static website content that provides information about the brainhack event, likely including details about projects, participants, and activities related to neuroscience research collaboration.	Not specified in the available repository information.	Not specified in the available repository information.
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/miac-research/MARS-brainstem	miac-research	marcoduering; BennoGesierich	Python		YES - This repository is directly biomedically relevant as it provides deep learning-based brainstem segmentation tools specifically designed for application in neurodegenerative diseases. It involves brain imaging analysis (T1-weighted MRI) and is intended for academic research use in studying neurological conditions.	MARS-brainstem is a deep learning-based tool for automated brainstem segmentation from T1-weighted MRI images, offering two pre-trained methods (nnU-Net and MD-GRU) distributed as containerized applications. The tool is designed for non-commercial academic research in neurodegenerative diseases and provides ready-to-use Docker/Apptainer containers for inference on brain imaging data.	- T1-weighted MRI images (3D, preferably 1mm isotropic resolution) - NIfTI-1 format neuroimaging data - Brainstem segmentation masks/label-maps	- nnU-Net (deep learning framework) - MD-GRU (deep learning framework) - Docker (containerization) - Apptainer/Singularity (containerization) - Python - NVIDIA CUDA (GPU acceleration) - dcm2niix (DICOM to NIfTI conversion) - GitHub Container Registry - Zenodo (model distribution)
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/orlinst/Marsupial-brain-evo	orlinst	orlinst	HTML		YES. This repository contains research on brain size variation in marsupials using phylogenetic analysis, which directly relates to neuroscience and brain analysis from an evolutionary perspective.	This repository provides supplementary materials for a study analyzing marsupial brain size variation using phylogenetic multiple imputations and Bayesian comparative methods. The code implements statistical models (MCMCglmm) to test hypotheses about brain evolution across marsupial species while accounting for missing data through multiple imputation techniques.	Brain size measurements, phylogenetic data, morphological data with missing values, evolutionary tree data (.nwk format)	R, MCMCglmm (Bayesian MCMC methods), phylogenetic analysis tools, multiple imputation methods, R Markdown
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/pearsonkyle/Mars-Brain-Coral-Network	pearsonkyle	pearsonkyle	Python		"NO. This repository is focused on planetary science and astrobiology, specifically detecting geological formations called ""Brain Coral Terrain"" on Mars using satellite imagery. While it uses the term ""brain coral"" due to morphological similarity, this is purely geological research for Mars exploration and has no connection to biomedical research, neuroscience, or brain-related medical applications."	"This code implements machine learning algorithms to detect and segment ""Brain Coral Terrain"" formations on Mars using HiRISE satellite imagery. The system uses various neural network architectures (U-Net, MobileNet, ResNet, CNN) to classify and create high-resolution masks of these geological features that may indicate freeze/thaw cycles and potential astrobiological significance."	HiRISE satellite imagery (JPEG2000 format, JP2 Map-projected Black + White images), ranging from 100-1000 MB per image with resolutions of 30-60 cm/pixel.	TensorFlow, OpenCV, scikit-learn, scikit-image, NumPy, matplotlib, seaborn, beautifulsoup4, tqdm, bokeh, glymur, pyturbojpeg, jpeg2dct, CUDA/cuDNN, tensorflow-metal, git-lfs, conda.
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/Cypriendtr/Brainhack_Marseille_2024_Hands_on_python_tutorial	Cypriendtr	Cypriendtr; alexandre-laine	Jupyter Notebook		YES - This repository is from BrainHack Marseille 2024, which is a neuroscience-focused hackathon event. BrainHack events specifically focus on neuroimaging, brain data analysis, and computational neuroscience applications, making this Python tutorial directly relevant to biomedical research in neuroscience.	This repository contains educational materials for a 2-hour Python programming tutorial delivered at BrainHack Marseille 2024. The tutorial covers Python fundamentals including variables, calculations, functions, libraries, and data import/visualization, specifically designed to help researchers transition to using Python for laboratory analysis in neuroscience contexts.	Not specified in the available repository information.	Python, Anaconda, Google Colab, Jupyter notebooks (tutorial notebooks mentioned), Python libraries (referenced in requirements.txt file but specific libraries not listed in the provided content).
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/Saqib-nawab/brainwave_ui	Saqib-nawab	Saqib-nawab	JavaScript		"NO - This repository is a general web development project focused on creating a modern UI/UX website using React.js and Tailwind CSS. Despite the name ""brainwave,"" it appears to be a generic web design template or showcase rather than a biomedical or neuroscience-related application."	This is a modern UI/UX website built with React.js and Tailwind CSS that serves as a reference implementation for contemporary web design principles. The project focuses on demonstrating sleek design, seamless animations, and optimal user experience. It appears to be intended as inspiration or a template for future modern web applications.	Not specified in the available repository information.	React.js, Tailwind CSS
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/Anais-DZ/big_brain_quiz	Anais-DZ	Anais-DZ; Steven-RSN; Asuniia			NO - This is a general educational quiz web application developed as part of a web development training program. It is designed for generic learning purposes with thematic quizzes and multiple-choice questions, with no indication of biomedical, neurological, or healthcare-related content.	"This is a web-based quiz application called ""Big Brain"" developed as a fictional project for web development training. The platform allows trainers to manage content and access while trainees use thematic quizzes for educational purposes, featuring user registration, profile management, quiz participation, and results tracking."	Not specified in the available repository information.	HTML, CSS, JavaScript, PHP, relational databases, UML diagrams, Figma (for design), Notion (for project management), Postman (for API documentation).
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	Alzheimer's Disease; Preclinical Alzheimer's Disease	https://github.com/lukakostic/Brainfuck-To-C-To-Exe-With-Python2	lukakostic	lukakostic	C		"NO - This repository is about the Brainfuck programming language compiler/transpiler, which is a general computer science project unrelated to biomedical research, neuroscience, or healthcare applications. Despite containing ""Brain"" in the name, Brainfuck is simply an esoteric programming language and has no connection to actual brain research or medical applications."	This code is a transpiler that converts Brainfuck programming language code to C code and then compiles it to executable files using Python 2. It appears to be a variant of an existing project that uses Digital Mars compiler instead of TCC (Tiny C Compiler) for the compilation step.	Not specified in the available repository information.	Python 2, Digital Mars compiler, Brainfuck programming language, C programming language
