Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/kdk2612/ADNI-Dementia-Detection	kdk2612	kdk2612	CSS	YES - This repository is directly focused on dementia and Alzheimer's disease detection, which are major neurodegenerative conditions. The project aims to develop predictive models for early dementia detection using electronic health records, making it highly relevant to biomedical research and clinical applications for neurological disorders.	This project develops a predictive model to detect dementia using unstructured doctor's notes from electronic health records (EHRs). The code implements multiple text vectorization techniques including Bag of Words, TF-IDF, LDA, LSA, Word2Vec, and Doc2Vec to analyze clinical text data and predict patient dementia status for early detection purposes.	Unstructured clinical text data (doctor's notes from electronic health records), ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset	Text vectorization techniques: Bag of Words, TF-IDF, Latent Dirichlet Allocation (LDA), Latent Semantic Analysis (LSA), Word2Vec, Doc2Vec. The repository also mentions a web interface for predictions, though specific programming languages and frameworks are not detailed in the available content.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/kaurrachneet6/Alzheimer-and-Dementia-Study	kaurrachneet6	kaurrachneet6	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease and dementia research using the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset, which is a well-known biomedical research dataset for studying neurodegenerative diseases.	This repository appears to be a study focused on analyzing Alzheimer's disease and dementia using the ADNI dataset. The project likely involves data analysis and research related to these neurodegenerative conditions, though specific methodologies are not detailed in the available repository information.	ADNI dataset (specific modalities not specified in the available repository information, but ADNI typically includes MRI, PET imaging, clinical assessments, and cognitive test data)	Not specified in the available repository information.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/cind/ApoExSexInteractionEffectinPreDementiaAD_PallaviR	cind	palsrane	R	YES - This repository is directly focused on Alzheimer's disease (AD) research, specifically investigating the interaction effects of ApoE genotype and sex differences on AD symptomology in predementia subjects using ADNI (Alzheimer's Disease Neuroimaging Initiative) data.	This project analyzes the combined effects of ApoE genotype and sex on Alzheimer's disease symptoms in predementia patients using data from the ADNI database. The code includes functions for z-score calculations, statistical plotting, and harmonization of volumetric brain imaging data across different ADNI sites and study phases.	Volumetric brain imaging data, ApoE genotype data, sex/demographic data, clinical symptom data from ADNI database	Not specified in the available repository information (specific programming languages, statistical packages, or frameworks are not mentioned in the README).
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Valdirff/neuro-llm-adni	Valdirff	Valdirff	Python	YES - This repository is biomedically relevant as it involves fine-tuning a language model to generate clinical descriptions from CDR (Clinical Dementia Rating) scores using ADNI (Alzheimer's Disease Neuroimaging Initiative) data, which directly relates to Alzheimer's disease and dementia research.	This project focuses on fine-tuning the FLAN-T5 language model to automatically generate clinical descriptions based on CDR (Clinical Dementia Rating) scores. The work appears to be part of an AWS-based machine learning pipeline for processing ADNI (Alzheimer's Disease Neuroimaging Initiative) data, though the repository currently contains no actual data or model weights.	CDR (Clinical Dementia Rating) scores, ADNI (Alzheimer's Disease Neuroimaging Initiative) clinical data	FLAN-T5 language model, AWS (Amazon Web Services) platform
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Abdul-Karim1/Grey-Matter-Abnormalities-Detection-in-Dementia-Patients-using-Deep-Learning-on-ADNI-Images-FYP	Abdul-Karim1	Abdul-Karim1	Jupyter Notebook	YES - This repository is directly focused on detecting grey matter abnormalities in dementia patients using deep learning techniques applied to ADNI (Alzheimer's Disease Neuroimaging Initiative) brain images, which is clearly relevant to neurodegenerative disease research and neuroimaging analysis.	This project develops a deep learning system to detect grey matter abnormalities in dementia patients using brain imaging data from the ADNI dataset. The repository appears to be a Final Year Project (FYP) that includes both the machine learning model implementation and a web application interface for the detection system.	Brain imaging data from ADNI (Alzheimer's Disease Neuroimaging Initiative), specifically focused on grey matter analysis in dementia patients.	Not specified in the available repository information (only README with links to external resources is provided).
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Rudra-200/Alzheimer-s-Disease-Classification	Rudra-200	Rudra-200; kushaldn25	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease classification and prediction, which is a major neurodegenerative disease. It specifically involves brain MRI imaging analysis for medical diagnosis and staging of Alzheimer's disease progression.	This project implements a Convolutional Neural Network (CNN) to classify and predict different stages of Alzheimer's disease using MRI brain scans from the ADNI dataset. The model distinguishes between five categories: Cognitively Normal (CN), Early Mild Cognitive Impairment (EMCI), Late Mild Cognitive Impairment (LMCI), Mild Cognitive Impairment (MCI), and Alzheimer's Disease (AD), achieving an overall accuracy of 97.86%.	MRI brain imaging data (grayscale, resized to 100x100 pixels) from the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset	Python 3.7+, TensorFlow, Keras, NumPy, Pandas, Scikit-learn, Matplotlib, Keras hyperparameter tuner, Adam optimizer, Categorical Cross Entropy loss function, leaky ReLU activation function
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/GeorgeTak/Diploma-thesis	GeorgeTak	GeorgeTak	Jupyter Notebook	YES - This repository appears to be focused on machine learning analysis of neurological datasets, specifically ADNI (Alzheimer's Disease Neuroimaging Initiative) and NACC (National Alzheimer's Coordinating Center) data, which are well-known biomedical datasets used for Alzheimer's disease and dementia research.	This repository contains Jupyter notebooks that implement machine learning pipelines for analyzing neurological datasets (ADNI and NACC) using various preprocessing techniques and classification algorithms. The code focuses on building predictive models with proper evaluation strategies including cross-validation, performance metrics, and model interpretability through LIME explanations.	ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset and NACC (National Alzheimer's Coordinating Center) dataset - likely containing clinical and neuroimaging data related to Alzheimer's disease and cognitive decline.	Python, Jupyter notebooks, Google Colab, SMOTE (imbalanced-learn), Min-Max Scaler, RFE (Recursive Feature Elimination), PCA (Principal Component Analysis), Support Vector Machines, Random Forest, Logistic Regression, XGBoost, LightGBM, Artificial Neural Networks, LIME (Local Interpretable Model-agnostic Explanations), ROC curve analysis, scikit-learn (implied).
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/zaydabash/neurodegenerAI	zaydabash	zaydabash	Python	YES - This repository is directly focused on neurodegenerative disease research, specifically for early detection of neurodegenerative patterns using ADNI (Alzheimer's Disease Neuroimaging Initiative) data. It combines brain imaging analysis with clinical data to detect patterns associated with conditions like Alzheimer's disease.	NeurodegenerAI is a machine learning system designed for early detection of neurodegenerative patterns using an ensemble approach that combines LightGBM for tabular data and ResNet18 CNN for MRI brain imaging. The system provides interpretable predictions through SHAP values and Grad-CAM visualizations, and includes a complete pipeline from data processing to real-time inference with clinical insights.	MRI brain imaging, ADNI clinical data, demographics, cognitive scores, biomarkers, synthetic ADNI-like data (for demo mode)	Docker, Python 3.11, FastAPI, Streamlit, LightGBM, ResNet18 CNN, SHAP, Grad-CAM, Integrated Gradients, PyTorch, scikit-learn, pandas, numpy, matplotlib, Docker Compose, GitHub Actions CI/CD, SQLite, BERTopic, HDBSCAN, sentence-transformers, UMAP
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/neuro-ml/resnet_cnn_mri_adni	neuro-ml	libfun; amigoml	Jupyter Notebook	YES - This repository is directly biomedically relevant as it focuses on 3D brain MRI classification using convolutional neural networks, specifically working with ADNI (Alzheimer's Disease Neuroimaging Initiative) data for neurodegenerative disease research.	This repository implements residual and plain convolutional neural networks for classifying 3D brain MRI scans, with a focus on ADNI dataset analysis. The code provides Docker-based training scripts and Jupyter notebooks for deep learning-based brain imaging classification tasks related to Alzheimer's disease research.	3D brain MRI scans (.nii files), clinical metadata (CSV format with labels and file paths)	Docker, nvidia-docker, Jupyter notebooks, Python deep learning frameworks (likely TensorFlow/Keras or PyTorch based on the CNN implementation), NIfTI file format support
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/gkarozis/ADNI_thesis_project	gkarozis	gkarozis	Python	YES - This repository is directly biomedically relevant as it focuses on Alzheimer's disease (AD), Mild Cognitive Impairment (MCI), and Cognitively Normal (CN) classification using the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset. It involves brain MRI image analysis for neurodegenerative disease research, specifically targeting Alzheimer's disease detection and classification.	This project implements a 3D Convolutional Neural Network (CNN) to classify brain MRI images into three categories: Alzheimer's Disease (AD), Mild Cognitive Impairment (MCI), and Cognitively Normal (CN) using the ADNI dataset. The code includes data organization, preprocessing with augmentation techniques, and model training with early stopping detection for the 3-class classification problem.	- Brain MRI images (3D) - Clinical metadata (CSV file containing Image_data_ID and group classifications)	- Python - 3D CNN (Convolutional Neural Networks) - ADNI dataset - CSV file processing - Data augmentation techniques - Train/test/validation dataset splitting - Early stopping mechanisms
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/djrumala/ADNI-processing	djrumala	djrumala	Jupyter Notebook	YES - This repository is directly focused on processing brain MRI data from the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset for 3D brain image classification, specifically targeting Alzheimer's disease research and other neurodegenerative conditions.	This repository provides a comprehensive pipeline for preparing and processing 3D brain MRI data from the ADNI dataset for machine learning classification tasks. The workflow includes data collection, cleaning, preprocessing (using SPM for normalization, skull-stripping, and registration), augmentation techniques, and preparation of balanced datasets for training deep learning models to classify brain conditions.	- 3 Tesla (3T) MRI data - T1-weighted MRI sequences (MP-RAGE) - T2-weighted MRI sequences (Dual Echo TSE/FSE) - Multispectral MRI datasets - Clinical metadata and subject information	- SPM (Statistical Parametric Mapping) for preprocessing - Python/Jupyter notebooks for data processing - Excel for manual data balancing and analysis - ADNI database access tools - Data augmentation techniques (flipping and rotation) - NIfTI file format handling (.nii.gz)
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/teogelles/Superpixel-Brain-Segmentation	teogelles	teogelles	Matlab	YES - This repository is clearly biomedically relevant as it focuses on brain imaging research and tissue segmentation, which are core components of neuroimaging and brain analysis used in studying neurological conditions and brain disorders.	This code implements superpixel-based brain segmentation techniques for medical brain imaging analysis. The project appears to be academic research from Swarthmore College focused on developing methods for segmenting brain tissue in medical images using MATLAB-based processing scripts.	Brain imaging data (specific modality not clearly specified in the available repository information, though likely MRI based on typical brain segmentation applications).	MATLAB, UGM (Undirected Graphical Models) MATLAB library, SPM (Statistical Parametric Mapping) - referenced in notes from previous research.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/JGarciaCondado/ADNIBrainAge	JGarciaCondado	JGarciaCondado	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease research, specifically developing biomarkers to distinguish between stable and progressive mild cognitive impairment (MCI) that converts to Alzheimer's disease. It involves neuroimaging data analysis, neuropsychological testing, and clinical data analysis for brain disorders.	This code implements a BrainAge model that uses neuropsychological test data instead of neuroimaging to predict brain age and identify biomarkers for distinguishing stable MCI from progressive MCI that converts to Alzheimer's disease. The model trains a linear regressor on healthy controls using neuropsychological features, then calculates a BrainAge delta (predicted age minus chronological age) that serves as a biomarker for classification between patient groups.	Neuropsychological test data (MMSE, ADAS, FAQ, MoCA, ADNI Memory and ADNI Executive Function scores), structural brain imaging features (volumes of white matter, grey matter, peripheral grey matter, cerebrospinal fluid, thalamus, caudate, putamen, pallidum, hippocampus, amygdala, accumbens and brainstem), and clinical data from ADNI (Alzheimer's Disease Neuroimaging Initiative).	Linear regression models, logistic regression for classification, age bias correction techniques, 5-fold cross-validation, and ROC curve analysis. The specific programming languages and frameworks are not explicitly mentioned in the available repository information.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/gama-ufsc/brain-age	gama-ufsc	brunompacheco; victor-hro	Jupyter Notebook	YES - This repository is directly focused on brain age prediction using deep learning models, which is a biomedical application involving neuroimaging analysis. It specifically works with ADNI (Alzheimer's Disease Neuroimaging Initiative) data and BraTS (Brain Tumor Segmentation) data for developing brain age biomarkers.	This repository implements deep learning models for brain age prediction, investigating whether pre-training on brain-related tasks improves the performance of brain age biomarkers. The code includes training scripts for both brain age models and BraTS models, along with preprocessing pipelines for ADNI neuroimaging data.	Neuroimaging data (ADNI dataset), BraTS brain tumor segmentation data, clinical data associated with ADNI collections	Weights & Biases (wandb), nnUNet framework, Python (implied from .py files), statistical analysis tools
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/asharifisadr/MRI-Preprocessing	asharifisadr	asharifisadr	Jupyter Notebook	YES - This repository is directly biomedically relevant as it focuses on preprocessing MRI brain images from the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset, which is specifically used for Alzheimer's disease research and other neurodegenerative disease studies.	This code provides a Python preprocessing pipeline for NIfTI-format brain MRI images from the ADNI dataset. The pipeline performs standard neuroimaging preprocessing steps including bias field correction, skull stripping, registration to MNI standard space, and intensity normalization to prepare the data for downstream analysis.	MRI brain images in NIfTI format (.nii.gz files) from the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset	Python libraries: nibabel, ants (antspyx), antspynet, numpy, matplotlib, os, google.colab; N4ITK bias field correction; MNI template registration; Google Colab environment support
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/antonioscardace/Tina	antonioscardace	antonioscardace	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease detection using brain MRI analysis, which is a core neurodegenerative disease application in biomedical research.	This project implements a machine learning pipeline for binary classification of brain MRI scans to detect Alzheimer's disease versus cognitively normal cases. It uses a specialized 3D DenseNet model trained on 2073 MRIs from the ADNI dataset, achieving 89.39% accuracy with comprehensive preprocessing and quality control steps.	T1-weighted brain MRI scans, clinical diagnostic labels (Cognitively Normal vs Alzheimer's Disease), ADNI dataset from University of South Carolina	3D DenseNet, ANTs toolkit, HD-BET, Intensity Normalization, Anaconda, Python, bash scripts, Jupyter notebooks, ADNI dataset infrastructure
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/GavinSaiun/GFNet-Alzheimer-Detection	GavinSaiun	GavinSaiun	Python	YES - This repository is directly focused on Alzheimer's disease classification using brain MRI scans. It implements a vision transformer (GFNet) for early diagnosis and classification of Alzheimer's disease, which is a key neurodegenerative disorder, making it highly relevant to biomedical research and neuroimaging applications.	This project implements a Global Filter Network (GFNet) vision transformer architecture to classify Alzheimer's disease from brain MRI scans using the ADNI dataset. The model processes grayscale MRI images through patch embedding, global filter layers using Fourier transforms, and feedforward networks to distinguish between Alzheimer's Disease (AD) and Normal Control (NC) cases. The trained model achieved 90% accuracy on training/validation data and 76.57% accuracy on the test set.	Brain MRI scans (grayscale images), ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset with 30,520 brain MRI images labeled as AD or NC	PyTorch, timm, torchvision, matplotlib, Python 3.12.7, Adam optimizer, CrossEntropyLoss, CosineAnnealingWarmRestarts scheduler, PIL for image processing, NumPy
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/roman-studer/fhnw_ds_fs22_cdl1_cml1_Brain_Health_Challenge	roman-studer	a-coding-Kat; roman-studer; BrunoKreiner	Jupyter Notebook	YES - This repository is directly focused on brain health research, specifically analyzing Alzheimer's disease, mild cognitive impairment (MCI), and healthy aging using the ADNI dataset. It involves medical image classification of brain scans, cognitive assessment analysis, and machine learning applications for neurodegenerative disease detection and monitoring.	This is an academic challenge project that combines machine learning and data visualization to analyze brain health using the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset. The code performs exploratory data analysis on tabular cognitive assessment data, implements deep learning models for binary/multi-class classification of brain MRI images to distinguish between healthy controls, MCI, and Alzheimer's disease patients, and integrates explainable AI techniques to visualize model decisions.	MRI brain imaging data, demographic data (age, gender, profession, medical history), cognitive assessment scores (CDR - Clinical Dementia Rating, GDSCALE - Geriatric Depression Scale, MMSE - Mini Mental State Examination, MoCA - Montreal Cognitive Assessment, NEUROBAT - Neuropsychological Battery), and clinical diagnostic labels (CN/healthy controls, MCI, AD).	Deep learning frameworks (TensorFlow), explainable AI tools (Grad-CAM, SHAP, Layer-wise Relevance Propagation), Jupyter notebooks, Python data science stack, statistical analysis tools (t-test, ANOVA), clustering algorithms, and data visualization libraries. The project uses a structured data science workflow with separate directories for notebooks, models, data processing, and reporting.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ritikarana9999/ADNI_Brain_Visual_Transformer_47306725	ritikarana9999	ritikarana9999	Jupyter Notebook	YES - This repository is directly focused on biomedical research, specifically developing a Vision Transformer model for classifying brain MRI scans to diagnose Alzheimer's Disease versus normal cognitive function. It uses the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset, which is a well-known medical imaging dataset for neurodegenerative disease research.	This project implements a Vision Transformer (ViT) neural network architecture adapted for medical image classification of brain MRI scans. The model divides MRI images into patches, processes them through transformer encoders with self-attention mechanisms, and classifies them as either Alzheimer's Disease (AD) or Normal Cognitive function (NC). The implementation includes modifications like Shifted Patch Tokenization and Local Self-Attention to improve performance on smaller medical datasets.	Brain MRI images from the ADNI dataset, organized into binary classification categories (AD for Alzheimer's Disease and NC for Normal Cognitive function).	Python 3.10.4, TensorFlow 2.10.0, TensorFlow Addons 0.18.0 (for AdamW optimizer), Matplotlib 3.5.2 (for visualization and confusion matrices), Vision Transformer architecture with custom modifications including Shifted Patch Tokenization and Local Self-Attention mechanisms.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Abhinavmohindersingh/medical-image-srcnn	Abhinavmohindersingh	Abhinavmohindersingh; shakes76	Python	"YES - The repository is biomedically relevant as it specifically mentions ""OASIS brain segmentation"" which relates to brain imaging and neuroimaging analysis. OASIS (Open Access Series of Imaging Studies) is a well-known neuroimaging dataset used for brain research and neurodegenerative disease studies."	This is a pattern analysis and image processing library developed by University of Queensland students for medical image processing using deep learning frameworks. The library focuses on pattern recognition problems including brain segmentation tasks, and appears to implement super-resolution techniques using sub-pixel convolution and deconvolution layers for enhancing medical images.	Brain imaging data (specifically OASIS neuroimaging dataset for brain segmentation)	TensorFlow, PyTorch, JAX, sub-pixel convolution layers, deconvolution layers
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Emr-pvt/Alzheimer_detection_CSA	Emr-pvt	Emr-pvt	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease detection using brain MRI data from the ADNI database, which is a core biomedical application for neurodegenerative disease research and diagnosis.	This project implements a machine learning tool for early-stage Alzheimer's disease detection using brain MRI images. It applies the Crow Search Algorithm (CSA), a nature-inspired optimization method, to improve classification performance on a Kaggle dataset containing 4 classes of Alzheimer's disease progression images.	Brain MRI images from ADNI database, organized into 4 classes representing different stages of Alzheimer's disease development.	Crow Search Algorithm implementation, machine learning classification frameworks (specific packages not detailed in the available content), Kaggle dataset processing tools, and Jupyter notebook environment.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Chaehee03/Counterfactual_ADNI	Chaehee03	Chaehee03	Python	YES - This repository is biomedically relevant as it focuses on enhancing interpretability of diagnostic models using counterfactual reasoning maps, specifically mentioning ADNI (Alzheimer's Disease Neuroimaging Initiative) in the repository name, which is directly related to Alzheimer's disease research and neuroimaging analysis.	This project implements a latent diffusion model approach to generate counterfactual reasoning maps that improve the interpretability and explainability of diagnostic models. The work appears to focus on enhancing understanding of how diagnostic models make decisions by creating counterfactual visualizations that show what changes would lead to different diagnostic outcomes.	Not specified in the available repository information.	Not specified in the available repository information.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ChantalGisler/Brainhealth-Challenge	ChantalGisler	ChantalGisler	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease analysis using ADNI (Alzheimer's Disease Neuroimaging Initiative) data, which is a major neurodegenerative disease research area. The project involves analyzing patient data and developing algorithms for Alzheimer's diagnosis using brain imaging.	This project analyzes Alzheimer's patient data from the ADNI database and develops a diagnostic algorithm using MRI brain images. The researchers downloaded MRI images, extracted middle slices from each scan, and created an algorithm to determine whether patients have Alzheimer's disease based on the imaging data. Additionally, they analyzed the effects of sleep disorders over the study period.	MRI brain images, clinical patient data from ADNI database, sleep disorder data	Not specified in the available repository information.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/binotation/adni-classifier	binotation	binotation	Python	YES - This repository is directly focused on Alzheimer's disease classification using the ADNI (Alzheimer's Disease Neuroimaging Initiative) brain dataset. It develops a machine learning model to classify brain scans as either containing or being absent of Alzheimer's disease, which is a core neurodegenerative disease research application.	This code implements a Perceiver transformer-based model for binary classification of Alzheimer's disease from sequential brain scan data. The approach uses ResNet50 as a feature extractor to convert grayscale brain images into feature vectors, which are then fed into a Perceiver model that processes sequences of 20 brain scans to make classification decisions. The model achieves over 80% accuracy on both validation and test sets for distinguishing between Alzheimer's and non-Alzheimer's brain scans.	- Brain imaging data (grayscale cross-sectional brain scans) - ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset - Sequential image data (sequences of 20 scans per patient) - Image dimensions: 240 x 256 pixels (cropped to 224 x 224 for processing)	- PyTorch (torch, torchvision) - perceiver-pytorch - ResNet50 (with transfer learning from ImageNet) - NumPy - Matplotlib - tqdm - Python
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ramdaftari/brain-spy	ramdaftari	ramdaftari; Chef-strash; AG3106	Jupyter Notebook	YES - This repository is directly focused on training machine learning models to diagnose Alzheimer's disease using the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset, which is a well-known biomedical research dataset for neurodegenerative disease studies.	This project develops machine learning models specifically designed to diagnose Alzheimer's disease using data from the ADNI dataset. The repository appears to be focused on applying computational methods to assist in the clinical diagnosis of this neurodegenerative condition.	ADNI dataset (specific modalities not specified in the available repository information, but ADNI typically includes MRI, PET imaging, clinical assessments, and cognitive test data)	Not specified in the available repository information.
Global Parkinson's Genetics Program	GP2	Atypical Parkinsonism; Controls (global populations); Early-onset Parkinson's Disease; Familial Parkinson's Disease; Parkinson's Disease; Parkinson's Plus syndromes; Prodromal Parkinson's Disease	https://github.com/mkoretsky1/pathogenic_pd_variants	mkoretsky1	mkoretsky1; sammyhong23	Jupyter Notebook	YES - This repository is directly focused on Parkinson's Disease, a major neurodegenerative disorder. It analyzes pathogenic genetic variants associated with Parkinson's Disease across different ancestries using microarray genotyping data from the Global Parkinson's Genetics Program (GP2).	This code analyzes pathogenic variants associated with Parkinson's Disease by evaluating the genotyping success of the NeuroBooster array (NBA) and determining variant frequencies across different ancestries. The analysis includes variant annotation, frequency calculations, SNP metrics extraction, and visualization of cluster plots for quality assessment of genotyped variants.	Microarray genotyping data (NeuroBooster array), genetic variant data (SNPs), clinical annotations from ClinVar, population genetics data across ancestries, cluster plot data for genotyping quality assessment.	Python (pandas, numpy), PLINK (versions 1.9 and 2.0), ANNOVAR (version 2020-06-07 with refGene, avsnp151, clinvar_20240917, dbnsfp33a databases), Streamlit, Jupyter notebooks, bash scripting.
Global Parkinson's Genetics Program	GP2	Atypical Parkinsonism; Controls (global populations); Early-onset Parkinson's Disease; Familial Parkinson's Disease; Parkinson's Disease; Parkinson's Plus syndromes; Prodromal Parkinson's Disease	https://github.com/HeatherKates/farrer-2025-parkinsons-prs-sim	HeatherKates	HeatherKates	R	YES - This repository is directly focused on Parkinson's disease research, specifically analyzing polygenic risk scores (PRS) for discovering new genes associated with Parkinson's disease. It uses GWAS summary statistics from Parkinson's disease studies and provides tools for PRS simulation and analysis.	This repository contains R scripts for simulating and analyzing polygenic risk scores (PRS) for Parkinson's disease research. It includes both a standalone analysis script that generates publication-quality figures and summary statistics, and an interactive Shiny web application that allows users to upload GWAS summary statistics and visualize simulated PRS distributions.	GWAS summary statistics, polygenic risk scores (PRS), genotype data, odds ratios (OR)	R, Shiny (for interactive web application), Excel files (.xlsx format), RStudio
